Date,Q_ke,Q_assim_base,Q_assim_Budyko,ET_ke,ET_assim_base,ET_assim_Budyko,S_ke,S_assim_base,S_assim_Budyko,G_ke,G_assim_base,G_assim_Budyko,Qs_ke,Qs_assim_base,Qs_assim_Budyko,Qb_ke,Qb_assim_base,Qb_assim_Budyko,Perc_ke,Perc_assim_base,Perc_assim_Budyko,omega_true,omega_mlr
2000-01-01,189.793821213913,94.81404144777177,96.4373598679053,5.384328842163086,7.39960620880127,5.646404174686614,43.1444179344177,97.14936368646327,99.33363520480874,416.66751379661565,416.994871135211,414.817055075941,163.19802246093752,69.73424731280092,71.48166452747729,26.595798752975465,25.079794134970854,24.955695340428008,2.2707588386535633,1.0016977809699479,1.1112005978591353,4.991279606648659,8.979908125056152
2000-02-01,57.074791926971415,100.31191507156007,101.9491094633423,16.81234359741211,23.104965202331538,16.726439285318282,1.1451657192230198,19.951961282153228,26.870468926102365,391.72411853598027,350.29371734560874,350.49331325330456,32.071124786376934,75.27508138801339,77.02249860268978,25.003667140594484,25.03683368354667,24.926610860652524,0.0602718799591063,0.28569025723359065,0.6264592682677075,13.139477267866841,9.388875598796973
2000-03-01,29.410442724646607,41.970055103568484,47.51683697318954,11.476748903121948,36.19054007853995,43.09495874196864,0.0,0.0,0.00931663778706531,368.22067142382144,288.0318097367215,288.051302033047,5.9069956124877905,20.95243206283196,26.487238177991266,23.503447112158817,21.017623040736524,21.02959879519827,0.0,0.0,0.0,13.13581551919554,9.409471559979737
2000-04-01,35.8215636496871,31.010231948461104,31.018854796470286,13.432080841064453,27.160404205322266,27.16972084310933,0.0,0.0,0.0,346.1274311383922,242.23531047678284,242.1745299465025,13.728323364257813,13.728323364257813,13.735776674487466,22.093240285429285,17.28190858420329,17.283078121982822,0.0,0.0,0.0,13.154561302681975,9.23270015062645
2000-05-01,63.77375243568635,57.540225195989784,57.53657836417297,20.7515266418457,63.757633209228516,63.757633209228516,0.0,0.0,0.0,325.35978527008865,206.72735966263687,206.63123404153498,43.006106567382815,43.006106567382815,43.006106567382815,20.76764586830353,14.53411862860697,14.530471796790149,0.0,0.0,0.0,7.995096857011726,8.188799070198735
2000-06-01,76.04509785839282,68.92715232194571,68.9213847846796,24.13087768554687,80.65438842773438,80.65438842773438,0.0,0.0,0.0,305.83819815388335,178.22145292029091,178.1114995468068,56.523510742187504,56.523510742187504,56.523510742187504,19.521587116205318,12.403641579758212,12.397874042492099,0.0,0.0,0.0,7.128273554923884,7.471896176780621
2000-07-01,86.02925917438925,78.3722544603737,78.36565725796466,26.919741821289065,94.59870910644531,94.59870910644531,0.0,0.0,0.0,287.48790626465035,154.7867434124367,154.6739397320851,67.67896728515625,67.67896728515625,67.67896728515625,18.350291889233002,10.693287175217455,10.686689972808407,0.0,0.0,0.0,7.465337403276695,7.798771220216437
2000-08-01,23.49360726162121,15.53153749048839,15.524769269667292,11.561083221435545,17.805416107177734,17.805416107177734,0.0,0.0,0.0,270.23863188877135,135.16794092955644,135.05794955426626,6.244332885742188,6.244332885742188,6.244332885742188,17.249274375879022,9.2872046047462,9.280436383925105,0.0,0.0,0.0,8.282564384197407,8.639314394514665
2000-09-01,17.724516124996203,9.620274667443308,9.613675184925897,10.37754955291748,11.887747764587402,11.887747764587402,0.0,0.0,0.0,254.02431397544507,118.5367618430165,118.43251420943324,1.510198211669922,1.510198211669922,1.510198211669922,16.21431791332628,8.110076455773386,8.103476973255976,0.0,0.0,0.0,8.673376891254286,8.96468537719041
2000-10-01,32.592182105128266,24.462928977182553,24.456674119167555,14.33768081665039,31.688404083251953,31.688404083251953,0.0,0.0,0.0,238.78285513691836,104.29761945260753,104.20051371128967,17.350723266601562,17.350723266601562,17.350723266601562,15.241458838526704,7.11220571058099,7.105950852565994,0.0,0.0,0.0,7.739006603205998,9.396140462571331
