Date,Q_ke,Q_assim_base,Q_assim_Budyko,ET_ke,ET_assim_base,ET_assim_Budyko,S_ke,S_assim_base,S_assim_Budyko,G_ke,G_assim_base,G_assim_Budyko,Qs_ke,Qs_assim_base,Qs_assim_Budyko,Qb_ke,Qb_assim_base,Qb_assim_Budyko,Perc_ke,Perc_assim_base,Perc_assim_Budyko,omega_true,omega_mlr
2000-01-01,481.249821634388,81.8155284926579,81.10944535581737,5.23113489151001,4.747628739643098,5.229114937714242,110.66513620853424,48.41590329383219,47.65963126332299,538.4134165429116,828.7428099674084,827.0900217903975,446.8830078125,32.05116440752669,31.44614678311933,34.36681382188797,49.76436408513122,49.66329857269804,5.8244808530807495,0.6632581181119286,0.6316210879032795,6.607895431658898,6.572240566929798
2000-02-01,115.1149188984995,82.70050605086885,81.99349503880806,9.230256080627441,8.377116610622407,9.167894548780197,20.383371247625345,2.9905197297987143,1.8598035269282551,507.11705202258787,561.2852789030408,511.2272219508767,82.74574536514282,32.94635903338118,32.341341408973825,32.36917353335667,49.754147017487675,49.65215362983424,1.0728090130329129,0.4929736573861445,0.4458720401731629,10.171799433142816,7.951161095581265
2000-03-01,45.92429171369383,35.260104112259704,31.352047732833487,13.87431714808464,11.978734222596565,10.848018019726107,0.0,0.0,0.0,476.6900289012326,417.96023425582314,372.9526082739908,15.497268592338557,1.5829873780772532,0.6784144157808853,30.427023121355273,33.67711673418245,30.6736333170526,0.0,0.0,0.0,13.157098823723048,8.05484117963855
2000-04-01,48.22083837958177,44.697050700857204,41.99659314194726,14.904859161376951,34.524295806884766,34.524295806884766,0.0,0.0,0.0,448.0886271671587,327.98170644131505,290.06743812412407,19.619436645507815,19.619436645507815,19.619436645507815,28.601401734073956,25.077614055349386,22.377156496439447,0.0,0.0,0.0,13.139601246952736,7.725164914324087
2000-05-01,88.89522973940453,81.6888144958539,79.41395839682244,25.50247802734375,87.51239013671875,87.51239013671875,0.0,0.0,0.0,421.20330953712914,264.09973729387116,232.40391423369684,62.009912109375,62.009912109375,62.009912109375,26.88531763002952,19.678902386478903,17.404046287447443,0.0,0.0,0.0,13.150709527775618,6.378475016634689
2000-06-01,74.90017708785275,65.47396275325727,63.57221336964681,22.406994628906247,72.03497314453125,72.03497314453125,0.0,0.0,0.0,395.9311109649014,215.9598163991772,189.44114934532624,49.627978515625,49.627978515625,49.627978515625,25.272198572227747,15.845984237632269,13.94423485402181,0.0,0.0,0.0,8.47095574124307,4.7521170776965995
2000-07-01,44.99234737078471,34.194069696841254,32.6029496736102,15.309120178222656,36.54560089111328,36.54560089111328,0.0,0.0,0.0,372.1752443070073,178.41520134653803,156.1811946835942,21.236480712890625,21.236480712890625,21.236480712890625,23.75586665789408,12.957588983950632,11.366468960719574,0.0,0.0,0.0,5.333399204450612,4.621233916473491
2000-08-01,45.24303296896731,33.617430391339155,32.28338999156253,15.728129577636718,38.640647888183594,38.640647888183594,0.0,0.0,0.0,349.84472964858685,148.44912770456514,129.7684946268671,22.912518310546876,22.912518310546876,22.912518310546876,22.330514658420437,10.704912080792282,9.370871681015652,0.0,0.0,0.0,3.742807032179788,4.781074351348373
2000-09-01,38.50182727256755,26.418091155926252,25.29725317126437,14.377785873413085,31.88892936706543,31.88892936706543,0.0,0.0,0.0,328.85404586967167,124.11961413295168,108.39494210560075,17.511143493652344,17.511143493652344,17.511143493652344,20.99068377891521,8.906947662273907,7.786109677612026,0.0,0.0,0.0,3.61537662275753,5.214659026901071
2000-10-01,56.637645340070925,44.35357943586773,43.41009911422667,19.226600646972656,49.38239460372926,56.13300323486328,0.0,0.7054386019535066,0.0,309.12280311749134,109.21233026596639,90.8858195113048,36.906402587890625,36.906402587890625,36.906402587890625,19.7312427521803,7.447176847977101,6.503696526336045,0.0,0.0,0.0,3.348822791288896,6.70635526188643
2000-11-01,18.54736818704948,6.552739815957983,5.453149170678288,0.26062172651290894,0.9660603284664155,0.26062172651290894,0.0,0.0,0.0,290.5754349304419,91.86034027243443,76.40769331878806,0.0,0.0,0.0,18.54736818704948,6.552739815957983,5.453149170678288,0.0,0.0,0.0,2.576129646872826,7.356265609509741
