Date,Q_ke,Q_assim_base,Q_assim_Budyko,ET_ke,ET_assim_base,ET_assim_Budyko,S_ke,S_assim_base,S_assim_Budyko,G_ke,G_assim_base,G_assim_Budyko,Qs_ke,Qs_assim_base,Qs_assim_Budyko,Qb_ke,Qb_assim_base,Qb_assim_Budyko,Perc_ke,Perc_assim_base,Perc_assim_Budyko,omega_true,omega_mlr
2000-01-01,231.56537910385134,37.973783723208015,41.83407443119782,8.443248748779297,10.441886227512358,9.457514249874382,49.22329051971433,46.139619130006416,51.86548201973752,478.40397640304565,88.77640847955492,76.66327118852432,201.02895507812502,32.62405683049439,37.204747142279274,30.536424025726316,5.349726892713628,4.629327288918545,2.5906995010375966,0.3857063990055621,0.49218362678477184,3.710744628527919,7.99748832138186
2000-02-01,69.83860067524718,43.9940094880714,47.84791156239446,20.283590522766104,24.58325488592684,20.96692406093798,0.0,0.8018233997849441,2.0809291148689497,449.6997378188629,36.426043430722686,31.81045183802197,41.13436209106444,38.667424979298104,43.248115291082996,28.704238584182736,5.326584508773295,4.599796271311459,0.0,0.0,0.0,6.538397733502614,8.56721043541153
2000-03-01,49.019075333584894,24.864112390124443,25.610461466629605,15.50927276611328,38.34818723035135,39.51287084586036,0.0,0.0,0.10413816337386286,422.7177535497311,16.036905992274455,13.990967879213656,22.037091064453126,22.67854978428108,23.701834356348286,26.98198426913177,2.1855626058433613,1.9086271102813182,0.0,0.0,0.0,7.2235919756738936,8.504341552358586
2000-04-01,89.1425146758745,64.74166382242709,64.70221806634254,25.944862365722656,89.72431182861328,89.82844999198714,0.0,0.0,0.0,397.35468833674724,7.184051307325506,6.265946541067824,63.779449462890625,63.779449462890625,63.86275999358972,25.363065212983866,0.9622143595364673,0.8394580727528194,0.0,0.0,0.0,4.509082574771387,8.201764238967288
2000-05-01,85.32840898575171,61.91817076398641,61.86308447801095,25.371781921386713,86.8589096069336,86.8589096069336,0.0,0.0,0.0,373.5134070365424,3.229787293213006,2.816892025204714,61.48712768554688,61.48712768554688,61.48712768554688,23.841281300204834,0.4310430784395303,0.37595679246406943,0.0,0.0,0.0,3.6691627184504902,7.032922990134769
2000-06-01,57.47876401691911,35.261746832319346,35.23697311623885,18.766989898681636,53.8349494934082,53.8349494934082,0.0,0.0,0.0,351.10260261434985,1.453107110892973,1.2673283299656672,35.06795959472657,35.06795959472657,35.06795959472657,22.41080442219254,0.19378723759278035,0.16901352151228283,0.0,0.0,0.0,4.964551375526278,6.958817959206076
2000-07-01,53.77047744592349,32.79150771571608,32.78036098886044,18.176080322265626,50.880401611328125,50.880401611328125,0.0,0.0,0.0,330.03644645748886,0.6538690067141352,0.5702708570752351,32.7043212890625,32.7043212890625,32.7043212890625,21.06615615686099,0.08718642665357837,0.07603969979794004,0.0,0.0,0.0,6.435992388381998,7.221893869579576
2000-08-01,26.53667928012511,6.773724633078629,6.768708744100295,11.683623123168946,18.418115615844727,18.418115615844727,0.0,0.0,0.0,310.23425967003953,0.2942379785558968,0.2566190196136504,6.734492492675781,6.734492492675781,6.734492492675781,19.80218678744933,0.03923214040284811,0.0342162514245141,0.0,0.0,0.0,7.739838218575288,7.655778102949947
2000-09-01,28.64347605139378,10.04707474990476,10.044817612368227,12.50735511779785,22.536775588989258,22.536775588989258,0.0,0.0,0.0,291.62020408983716,0.13240675773899388,0.11547824438204961,10.029420471191408,10.029420471191408,10.029420471191408,18.614055580202372,0.017654278713353806,0.015397141176819024,0.0,0.0,0.0,7.831364436030672,8.074018835726658
2000-10-01,39.899281337187105,22.410013497261215,22.408997786459796,15.600517272949219,38.002586364746094,38.002586364746094,0.0,0.0,0.0,274.1229918444469,0.059583000525136764,0.05196517080651267,22.402069091796875,22.402069091796875,22.402069091796875,17.49721224539023,0.007944405464339633,0.006928694662922976,0.0,0.0,0.0,7.041714618428175,8.364888093913747
2000-11-01,20.38854085710236,3.9447363264670554,3.944279256683938,10.985290336608887,14.926451683044434,14.926451683044434,0.0,0.0,0.0,257.6756123337801,0.026812344735546886,0.02338432139817849,3.941161346435547,3.941161346435547,3.941161346435547,16.447379510666813,0.003574980031508206,0.00311791024839076,0.0,0.0,0.0,5.904345647358988,9.436216388340684
2000-12-01,15.460536740026807,0.0016087406841328131,0.0014030592838907092,0.17692989110946655,0.17692989110946655,0.17692989110946655,0.0,0.0,0.0,242.2150755937533,0.012065554134865457,0.01052294361056414,0.0,0.0,0.0,15.460536740026807,0.0016087406841328131,0.0014030592838907092,0.0,0.0,0.0,4.503871426930103,9.531388447117285
2001-01-01,14.532904535625198,0.0007239332480919274,0.0006313766166338484,3.192490339279175,3.192490339279175,3.192490339279175,0.0,0.0,0.0,227.68217105812812,0.005429499191156329,0.004735324448951671,0.0,0.0,0.0,14.532904535625198,0.0007239332480919274,0.0006313766166338484,0.0,0.0,0.0,8.098144751611608,8.965344946028988
2001-02-01,13.660930263487687,0.0003257699514693797,0.00028411946693710025,2.7164695262908936,2.7164695262908936,2.7164695262908936,0.0,0.0,0.0,214.02124079464042,0.0024432746146479103,0.0021308959797711035,0.0,0.0,0.0,13.660930263487687,0.0003257699514693797,0.00028411946693710025,0.0,0.0,0.0,13.149408334552444,9.740168539440846
2001-03-01,16.383960147141316,3.54283229593977,3.542813553221677,10.885671424865723,14.428357124328613,14.428357124328613,0.0,0.0,0.0,201.179966346962,0.0010994735739408375,0.0009589031881280563,3.542685699462891,3.542685699462891,3.542685699462891,12.841274447678424,0.0001465964768788746,0.0001278537587862662,0.0,0.0,0.0,13.135079306825386,8.746493114207759
