like1,parKperc,parKb,parKe,parCqq,parBias,chain
78.06,0.967,0.63,0.8276,3.912,-8.0,0.0
50.97,0.612,0.5596,0.843,1.538,-2.988,0.0
10000.0,0.737,0.9478,0.649,2.535,3.994,0.0
10000.0,0.701,0.961,0.04337,6.426,0.085,0.0
10000.0,0.846,0.7417,0.509,0.05905,12.43,0.0
10000.0,0.9766,0.3228,0.2512,9.055,2.922,0.0
10000.0,0.3298,0.2471,0.4316,2.586,-1.444,0.0
10000.0,0.571,0.8115,0.1538,8.93,-4.043,0.0
7.164,0.2861,0.7056,0.8174,0.5815,-12.02,0.0
10000.0,0.5835,0.839,0.746,2.064,7.07,0.0
0.732,0.1632,0.6,0.8423,2.318,-13.445,0.0
10000.0,0.3313,0.8677,0.3477,8.12,-8.21,0.0
10000.0,0.9917,0.801,0.6084,1.214,-3.611,0.0
10000.0,0.5796,0.547,0.2876,9.055,-12.766,0.0
69.8,0.813,0.5605,0.9536,6.0,2.727,0.0
10000.0,0.9907,0.6694,0.854,8.38,6.652,0.0
10000.0,0.8096,0.413,0.01406,5.434,-0.7764,0.0
75.06,0.4893,0.9683,0.711,8.84,-12.12,0.0
2.973,0.06995,0.681,0.9126,3.0,-1.019,0.0
10000.0,0.962,0.4822,0.05075,7.754,13.91,0.0
9.97,0.8003,0.05795,0.5923,7.402,-8.055,0.0
10000.0,0.8647,0.5034,0.4072,4.07,5.957,0.0
10000.0,0.08417,0.622,0.0673,7.703,-12.39,0.0
10000.0,0.1987,0.02469,0.1869,5.258,0.38,0.0
0.732,0.1222,0.2961,0.648,7.46,-9.695,0.0
10000.0,0.506,0.1719,0.3032,3.545,-13.98,0.0
10000.0,0.644,0.8765,0.03824,6.926,-3.271,0.0
10000.0,0.09875,0.289,0.6143,1.95,10.945,0.0
10000.0,0.1759,0.3018,0.3088,8.88,9.08,0.0
27.53,0.10175,0.882,0.4807,7.33,-7.504,0.0
64.75,0.271,0.8037,0.766,4.28,2.254,0.0
10000.0,0.95,0.507,0.504,6.703,14.28,0.0
10000.0,0.4756,0.3508,0.5283,6.92,0.2554,0.0
10000.0,0.182,0.9604,0.10675,7.023,-4.047,0.0
10000.0,0.901,0.583,0.1938,9.89,0.2854,0.0
10000.0,0.9204,0.1036,0.652,0.2673,2.346,0.0
0.732,0.5522,0.0592,0.707,6.277,-14.586,0.0
10000.0,0.8643,0.6753,0.1288,2.031,-5.41,0.0
10000.0,0.8916,0.2108,0.397,1.566,-6.105,0.0
10000.0,0.5654,0.5156,0.4854,3.799,8.016,0.0
10000.0,0.4507,0.894,0.2284,6.754,-11.85,0.0
