like1,parKperc,parKb,parKe,parCqq,parBias,chain
10000.0,0.3523,0.78,0.01823,2.05,1.916,0.0
5.08,0.8667,0.5894,0.8184,5.023,-3.111,0.0
100.0,0.8687,0.8145,0.2905,1.718,-12.02,0.0
0.732,0.08014,0.057,0.915,0.2703,-11.3,0.0
10000.0,0.407,0.2307,0.138,2.725,1.887,0.0
10000.0,0.2349,0.655,0.3977,1.415,12.63,0.0
56.88,0.743,0.804,0.3682,9.71,-8.38,0.0
0.732,0.2988,0.1068,0.7627,5.48,-4.117,0.0
10000.0,0.9785,0.3264,0.4172,4.605,7.793,0.0
10000.0,0.1606,0.5244,0.1613,7.758,1.389,0.0
25.5,0.409,0.3853,0.3376,2.004,-5.41,0.0
49.0,0.851,0.986,0.659,7.76,2.121,0.0
10000.0,0.1824,0.754,0.10535,5.4,-7.734,0.0
0.732,0.04053,0.5293,0.62,7.797,-7.2,0.0
10000.0,0.782,0.971,0.772,8.14,10.875,0.0
0.732,0.418,0.688,0.772,9.695,-8.055,0.0
10000.0,0.8403,0.851,0.2048,3.928,10.0,0.0
10000.0,0.005863,0.5244,0.2349,7.8,3.934,0.0
10000.0,0.2052,0.9805,0.5566,4.09,13.37,0.0
10000.0,0.448,0.967,0.6284,3.219,9.93,0.0
10000.0,0.6763,0.641,0.2764,1.139,8.33,0.0
49.44,0.00388,0.9385,0.9937,8.72,2.998,0.0
28.52,0.942,0.9043,0.631,3.88,-2.568,0.0
59.6,0.3389,0.51,0.2883,5.83,-3.787,0.0
58.7,0.9136,0.312,0.2915,9.75,-8.07,0.0
10000.0,0.711,0.00701,0.4944,8.12,10.95,0.0
10000.0,0.6704,0.479,0.5894,0.05588,9.37,0.0
0.732,0.1238,0.6084,0.374,0.3853,-12.43,0.0
49.78,0.362,0.787,0.2751,1.4,-10.26,0.0
0.732,0.4072,0.526,0.9473,0.10486,-13.94,0.0
10000.0,0.2134,0.512,0.15,8.29,-3.256,0.0
29.73,0.52,0.1691,0.468,7.11,0.5605,0.0
14.83,0.967,0.827,0.6533,2.21,-10.23,0.0
10000.0,0.4333,0.965,0.4456,2.33,4.96,0.0
35.97,0.08575,0.2329,0.1952,3.713,-8.91,0.0
0.732,0.877,0.09406,0.7236,3.756,-5.82,0.0
10000.0,0.7173,0.2676,0.841,6.51,11.17,0.0
0.732,0.808,0.3594,0.7935,7.344,-7.85,0.0
42.94,0.931,0.9453,0.4631,3.777,-11.37,0.0
10000.0,0.943,0.2284,0.1101,3.457,-9.71,0.0
10000.0,0.4314,0.716,0.1024,3.203,-2.01,0.0
0.732,0.238,0.4512,0.874,4.72,-11.58,0.0
10000.0,0.534,0.974,0.07526,8.89,8.586,0.0
10000.0,0.991,0.2498,0.932,7.832,14.91,0.0
10000.0,0.1774,0.5938,0.1709,8.96,-6.684,0.0
10000.0,0.02026,0.682,0.3857,3.215,9.625,0.0
10000.0,0.9927,0.6206,0.875,3.28,9.695,0.0
10000.0,0.8027,0.1427,0.8486,8.79,14.46,0.0
10000.0,0.1755,0.01365,0.2324,1.229,13.07,0.0
0.732,0.07654,0.721,0.4263,4.11,-6.18,0.0
10000.0,0.7075,0.785,0.2957,2.43,5.516,0.0
10000.0,0.6953,0.3818,0.1754,0.9824,11.22,0.0
4.773,0.087,0.9346,0.2754,4.543,-7.766,0.0
0.732,0.206,0.03497,0.344,0.872,-8.65,0.0
10000.0,0.02446,0.7466,0.679,6.586,11.055,0.0
10000.0,0.6704,0.0758,0.5845,2.684,5.78,0.0
0.732,0.7324,0.04126,0.692,1.325,-14.74,0.0
10000.0,0.266,0.8726,0.7744,2.547,6.637,0.0
10000.0,0.7046,0.4695,0.7075,0.5547,7.06,0.0
10000.0,0.2031,0.463,0.923,6.78,7.297,0.0
10000.0,0.5986,0.08673,0.2064,3.91,14.016,0.0
10000.0,0.7944,0.133,0.2332,9.914,6.74,0.0
10000.0,0.1842,0.6978,0.1581,1.426,12.945,0.0
94.5,0.7734,0.6587,0.2852,0.1399,-8.49,0.0
27.77,0.05606,0.8027,0.855,9.62,1.729,0.0
10000.0,0.3225,0.5747,0.358,5.91,7.836,0.0
0.732,0.821,0.02477,0.4731,6.773,-6.37,0.0
0.732,0.2458,0.9272,0.953,0.07666,-12.07,0.0
10000.0,0.1892,0.1545,0.0992,3.377,2.762,0.0
10000.0,0.2563,0.4817,0.781,0.4463,11.54,0.0
10000.0,0.329,0.715,0.3293,7.242,2.457,0.0
82.1,0.341,0.3806,0.251,7.16,-3.504,0.0
10000.0,0.822,0.992,0.10785,2.959,2.592,0.0
10000.0,0.3044,0.6533,0.9023,2.621,12.59,0.0
10000.0,0.1968,0.7637,0.511,6.902,13.484,0.0
0.2585,0.645,0.638,0.6426,8.836,-14.2,0.0
10000.0,0.8794,0.0724,0.2761,4.965,10.266,0.0
0.732,0.538,0.2225,0.7183,2.807,-8.445,0.0
10000.0,0.1272,0.734,0.2032,9.59,-3.797,0.0
10000.0,0.758,0.2443,0.1514,9.55,-14.34,0.0
