like1,parKperc,parKb,parKe,parCqq,parBias,chain
10000.0,0.982,0.6553,0.8237,8.72,4.957,0.0
10000.0,0.3186,0.53,0.9272,5.17,12.836,0.0
10000.0,0.9375,0.3665,0.0276,8.19,13.58,0.0
19.86,0.1952,0.1962,0.6177,1.302,-0.64,0.0
10000.0,0.0176,0.486,0.12476,0.2155,-7.12,0.0
32.2,0.3416,0.5415,0.9067,1.691,-0.223,0.0
10000.0,0.09924,0.7295,0.03763,5.266,11.63,0.0
3.576,0.5254,0.2146,0.4453,9.586,-13.016,0.0
10000.0,0.1705,0.7686,0.1641,5.703,6.902,0.0
10000.0,0.7075,0.9155,0.78,5.69,8.98,0.0
10000.0,0.5723,0.231,0.9575,6.34,10.79,0.0
10000.0,0.768,0.2081,0.559,6.547,14.69,0.0
10000.0,0.1151,0.4507,0.797,9.23,12.3,0.0
0.732,0.00309,0.04535,0.722,5.996,-3.373,0.0
10000.0,0.699,0.0932,0.3638,9.2,5.996,0.0
10000.0,0.3872,0.8516,0.999,6.176,9.44,0.0
10000.0,0.4727,0.956,0.1904,7.973,-5.465,0.0
10000.0,0.5645,0.6807,0.8604,1.67,1.642,0.0
17.53,0.02481,0.6333,0.6226,3.121,0.4504,0.0
0.732,0.05847,0.0825,0.491,1.397,-14.836,0.0
63.9,0.725,0.6177,0.948,7.816,-2.424,0.0
10000.0,0.1307,0.05157,0.2534,3.188,11.92,0.0
10000.0,0.304,0.05292,0.0862,6.375,9.01,0.0
0.732,0.03754,0.451,0.7017,7.742,-10.48,0.0
54.56,0.5156,0.761,0.81,1.098,-6.71,0.0
10000.0,0.196,0.557,0.2151,0.1849,0.1624,0.0
10000.0,0.802,0.9736,0.04858,8.92,-2.887,0.0
10000.0,0.4878,0.642,0.3726,7.473,-4.453,0.0
10000.0,0.9507,0.3047,0.5874,4.816,14.914,0.0
10000.0,0.2091,0.8823,0.0915,6.625,6.85,0.0
10000.0,0.548,0.7173,0.4175,2.973,-5.1,0.0
10000.0,0.8145,0.6206,0.4336,5.375,8.414,0.0
10000.0,0.8145,0.2927,0.869,5.594,11.53,0.0
10000.0,0.3062,0.6733,0.1746,5.73,14.47,0.0
0.732,0.452,0.0667,0.8774,5.79,-7.402,0.0
10000.0,0.6387,0.1835,0.1289,9.65,-5.145,0.0
10000.0,0.6807,0.54,0.1285,8.4,-3.096,0.0
10000.0,0.4177,0.2434,0.4714,7.363,13.57,0.0
10000.0,0.809,0.02107,0.2974,3.93,-3.746,0.0
10000.0,0.4424,0.2241,0.6416,9.984,11.78,0.0
21.66,0.879,0.01955,0.4075,7.06,-4.75,0.0
10000.0,0.2534,0.8716,0.708,2.404,8.01,0.0
10000.0,0.3284,0.594,0.141,7.227,-3.984,0.0
10000.0,0.5615,0.135,0.1428,7.89,11.65,0.0
10000.0,0.749,0.3765,0.821,1.017,2.244,0.0
10000.0,0.691,0.5703,0.6025,1.332,8.75,0.0
10000.0,0.5195,0.678,0.038,5.85,-2.736,0.0
10000.0,0.5215,0.8315,0.9956,1.621,2.646,0.0
10000.0,0.9697,0.639,0.5874,4.58,4.965,0.0
10000.0,0.4114,0.9756,0.42,1.885,-11.07,0.0
10000.0,0.8403,0.8354,0.836,3.973,2.428,0.0
74.1,0.04037,0.9814,0.919,4.445,2.102,0.0
0.732,0.4788,0.003082,0.6846,9.09,-8.414,0.0
12.195,0.2588,0.1675,0.7417,5.918,-0.7534,0.0
10000.0,0.5913,0.5024,0.3108,3.082,-10.62,0.0
10000.0,0.962,0.5444,0.1931,3.46,-5.367,0.0
10000.0,0.889,0.1318,0.1605,4.617,-0.563,0.0
10000.0,0.2157,0.173,0.655,2.264,7.79,0.0
10000.0,0.3174,0.6763,0.3015,8.195,-9.63,0.0
10000.0,0.01193,0.959,0.824,8.75,12.83,0.0
