like1,parKperc,parKb,parKe,parCqq,parBias,chain
10000.0,0.577,0.724,0.4404,2.387,14.695,0.0
0.732,0.677,0.192,0.6865,1.345,-13.65,0.0
10000.0,0.8184,0.9937,0.6216,5.723,10.72,0.0
0.732,0.03204,0.921,0.8057,2.688,-12.31,0.0
7.61,0.7617,0.3562,0.7583,6.13,-4.453,0.0
6.98,0.731,0.4036,0.9634,1.042,0.03403,0.0
98.6,0.8745,0.9126,0.477,6.02,0.5767,0.0
12.02,0.02748,0.02924,0.526,8.45,0.954,0.0
87.0,0.936,0.2375,0.3398,6.293,-3.332,0.0
10000.0,0.2153,0.907,0.10754,8.42,-8.53,0.0
61.4,0.8643,0.3308,0.384,2.791,-5.758,0.0
10000.0,0.86,0.8447,0.494,1.711,3.998,0.0
23.47,0.9644,0.4084,0.9404,8.71,1.813,0.0
10000.0,0.751,0.88,0.2136,7.914,7.59,0.0
91.1,0.4683,0.7925,0.677,1.925,8.7,0.0
10000.0,0.501,0.9395,0.0831,5.617,-8.375,0.0
90.06,0.671,0.369,0.931,4.203,9.695,0.0
12.664,0.8,0.4624,0.6484,1.802,-10.266,0.0
24.56,0.888,0.06635,0.5933,7.766,-1.015,0.0
10000.0,0.6064,0.9043,0.1781,0.883,-10.06,0.0
10000.0,0.003902,0.1444,0.3928,1.144,12.414,0.0
10000.0,0.4165,0.6484,0.1461,7.023,-14.44,0.0
5.965,0.9126,0.5435,0.854,9.59,-9.68,0.0
10000.0,0.552,0.905,0.4993,8.086,10.945,0.0
3.455,0.767,0.285,0.815,2.633,-4.27,0.0
10000.0,0.382,0.892,0.6084,3.814,13.51,0.0
63.16,0.921,0.9907,0.5903,0.8115,-6.867,0.0
10000.0,0.0892,0.11707,0.4727,2.76,14.0,0.0
73.1,0.3086,0.452,0.4731,1.814,4.24,0.0
10000.0,0.578,0.689,0.1963,5.684,13.805,0.0
0.732,0.07,0.2086,0.921,4.215,-2.1,0.0
36.06,0.4973,0.77,0.4211,4.098,-14.03,0.0
10000.0,0.0893,0.4683,0.2773,2.695,6.406,0.0
89.75,0.3535,0.1345,0.322,0.549,-0.911,0.0
10000.0,0.4646,0.02863,0.2162,5.76,8.74,0.0
10000.0,0.452,0.982,0.377,1.117,10.28,0.0
80.44,0.6235,0.6714,0.6743,0.6235,6.973,0.0
10000.0,0.0949,0.01118,0.9854,3.195,12.42,0.0
10000.0,0.801,0.195,0.825,0.2257,10.82,0.0
10000.0,0.2489,0.4902,0.3408,6.32,9.586,0.0
10000.0,0.2751,0.10535,0.4187,5.16,10.91,0.0
67.6,0.1755,0.8896,0.3098,7.76,-4.715,0.0
10000.0,0.6987,0.927,0.2878,0.2761,1.951,0.0
80.44,0.749,0.1654,0.197,5.59,-14.945,0.0
10000.0,0.525,0.754,0.011765,1.343,-1.802,0.0
10000.0,0.4072,0.918,0.351,5.78,9.64,0.0
10000.0,0.976,0.7607,0.08966,2.145,14.44,0.0
32.4,0.6963,0.02353,0.6113,4.336,0.997,0.0
10000.0,0.0763,0.03235,0.1736,7.59,-12.44,0.0
10000.0,0.3965,0.3752,0.1164,4.57,-7.97,0.0
27.36,0.4146,0.564,0.744,0.3252,2.016,0.0
35.25,0.863,0.5264,0.49,2.957,-11.53,0.0
16.42,0.5024,0.7046,0.6064,5.86,-7.688,0.0
10000.0,0.248,0.3186,0.356,4.793,10.266,0.0
87.4,0.8315,0.5215,0.3167,3.95,-11.02,0.0
10000.0,0.9683,0.5933,0.3777,3.736,-2.55,0.0
18.34,0.4792,0.1455,0.631,4.508,0.1263,0.0
76.2,0.1436,0.3513,0.3347,6.887,0.06335,0.0
10000.0,0.4478,0.9644,0.2252,4.58,10.41,0.0
10000.0,0.333,0.837,0.07947,0.721,5.6,0.0
68.6,0.2747,0.7637,0.53,2.008,5.25,0.0
10000.0,0.4978,0.495,0.9116,1.79,12.4,0.0
10000.0,0.658,0.02785,0.3,2.627,9.27,0.0
79.7,0.96,0.539,0.7427,8.53,6.754,0.0
74.5,0.32,0.831,0.4968,3.658,4.734,0.0
61.56,0.0665,0.633,0.3628,6.848,1.992,0.0
4.03,0.0084,0.135,0.4534,6.38,0.2502,0.0
10.945,0.4734,0.912,0.764,5.09,-6.836,0.0
0.732,0.0994,0.1688,0.839,1.37,-13.53,0.0
10000.0,0.5854,0.557,0.10516,9.98,4.625,0.0
76.06,0.6665,0.9766,0.4167,7.523,-9.31,0.0
24.31,0.503,0.1497,0.6157,6.008,0.617,0.0
0.732,0.8984,0.0246,0.7334,9.6,-14.055,0.0
58.88,0.5293,0.351,0.437,5.348,-0.274,0.0
10000.0,0.3835,0.798,0.11725,2.592,12.58,0.0
10000.0,0.2231,0.0809,0.1805,7.92,13.9,0.0
55.03,0.894,0.78,0.479,3.982,-14.49,0.0
33.34,0.2262,0.6157,0.5806,5.98,2.225,0.0
10000.0,0.4695,0.844,0.8184,5.09,13.305,0.0
10000.0,0.7017,0.6846,0.3086,3.559,13.39,0.0
56.84,0.03098,0.83,0.4883,2.203,5.895,0.0
10000.0,0.616,0.5117,0.2283,8.24,-6.902,0.0
10000.0,0.6577,0.6484,0.3513,6.344,10.86,0.0
0.732,0.0762,0.085,0.9316,3.377,-11.75,0.0
29.4,0.7285,0.6475,0.633,5.605,-3.844,0.0
10000.0,0.7495,0.5034,0.5693,4.195,9.8,0.0
10000.0,0.3557,0.742,0.3635,2.973,6.824,0.0
10000.0,0.0857,0.552,0.9556,2.957,11.57,0.0
94.94,0.1598,0.977,0.637,1.642,10.016,0.0
10000.0,0.3018,0.7827,0.2004,7.25,2.85,0.0
16.92,0.1344,0.11383,0.2676,1.71,-13.89,0.0
10000.0,0.0258,0.958,0.1469,0.422,2.686,0.0
15.0,0.2683,0.8545,0.798,0.633,1.048,0.0
10000.0,0.7007,0.9956,0.8745,0.3113,14.06,0.0
3.447,0.71,0.3738,0.7446,7.855,-9.01,0.0
60.0,0.679,0.5674,0.3545,4.426,-13.164,0.0
10000.0,0.4316,0.635,0.0956,5.504,-0.7495,0.0
0.732,0.3274,0.03604,0.4028,8.6,-11.39,0.0
10000.0,0.525,0.611,0.1476,6.953,12.586,0.0
0.732,0.2827,0.2164,0.682,8.445,-9.57,0.0
10000.0,0.054,0.973,0.587,2.629,12.63,0.0
60.16,0.2495,0.3506,0.7637,7.37,6.348,0.0
72.5,0.55,0.855,0.8613,0.618,7.52,0.0
