like1,parKperc,parKb,parKe,parCqq,parBias,chain
6.035,0.847,0.9146,0.8164,4.1,-13.84,0.0
10000.0,0.2499,0.7617,0.794,0.671,6.65,0.0
0.732,0.9463,0.65,0.9717,1.494,-10.31,0.0
1.383,0.603,0.393,0.664,3.91,-6.71,0.0
24.48,0.545,0.5005,0.6123,8.08,-0.3076,0.0
10000.0,0.8916,0.5117,0.7896,6.285,12.18,0.0
10000.0,0.695,0.02539,0.01773,3.732,11.73,0.0
5.332,0.6504,0.4814,0.5815,7.99,-10.164,0.0
10000.0,0.5967,0.6206,0.0888,5.562,-6.754,0.0
10000.0,0.8174,0.5293,0.2444,6.105,14.67,0.0
8.77,0.664,0.2179,0.335,8.305,-10.77,0.0
14.805,0.6797,0.9644,0.69,9.49,-11.7,0.0
10000.0,0.2668,0.01968,0.0917,2.627,-9.35,0.0
10000.0,0.1614,0.6343,0.1007,8.71,10.7,0.0
10000.0,0.3125,0.06415,0.336,9.75,5.31,0.0
10000.0,0.7744,0.555,0.2218,6.098,-9.29,0.0
10000.0,0.732,0.9844,0.519,6.387,3.459,0.0
0.732,0.9976,0.02103,0.812,3.37,-5.66,0.0
10000.0,0.8457,0.389,0.5034,3.12,6.105,0.0
0.732,0.3691,0.5205,0.9683,0.6094,-6.105,0.0
0.732,0.0941,0.4663,0.7686,7.64,-13.09,0.0
22.39,0.4795,0.888,0.4902,2.244,-11.08,0.0
1.541,0.1316,0.7734,0.6826,0.8096,-1.673,0.0
10000.0,0.4778,0.4368,0.1603,6.324,0.5015,0.0
0.732,0.75,0.7324,0.863,8.875,-13.71,0.0
10000.0,0.83,0.929,0.2445,9.96,-1.686,0.0
10000.0,0.1339,0.4644,0.01768,9.66,5.785,0.0
11.66,0.872,0.745,0.733,8.16,-10.6,0.0
2.889,0.6836,0.3875,0.907,3.34,-1.343,0.0
10000.0,0.506,0.1432,0.05023,5.92,-9.42,0.0
10000.0,0.2883,0.2788,0.08966,2.244,8.53,0.0
10000.0,0.3735,0.6265,0.2642,0.2413,-2.428,0.0
0.598,0.4622,0.8145,0.7266,3.85,-10.89,0.0
10000.0,0.893,0.142,0.4868,1.36,14.266,0.0
10000.0,0.5786,0.06097,0.1687,2.305,2.98,0.0
10000.0,0.4956,0.7783,0.307,4.008,5.785,0.0
10000.0,0.908,0.7563,0.2615,1.253,-5.32,0.0
0.732,0.387,0.1823,0.708,0.283,-7.508,0.0
0.732,0.1677,0.4834,0.713,6.527,-5.746,0.0
10000.0,0.3396,0.6987,0.1289,1.3545,-2.887,0.0
10000.0,0.936,0.5737,0.9785,3.957,5.867,0.0
10000.0,0.10077,0.5684,0.4016,6.28,9.08,0.0
10000.0,0.3796,0.802,0.595,2.1,5.324,0.0
0.05472,0.402,0.2927,0.9556,0.851,-0.6743,0.0
10000.0,0.462,0.9355,0.5723,3.695,14.11,0.0
10000.0,0.793,0.4016,0.1111,4.035,12.09,0.0
10000.0,0.9487,0.593,0.876,1.1455,11.62,0.0
0.03024,0.5737,0.799,0.774,1.382,-12.73,0.0
41.22,0.726,0.5576,0.5103,7.598,-2.291,0.0
10000.0,0.852,0.0282,0.1956,7.754,14.414,0.0
96.44,0.2188,0.568,0.2974,1.878,0.8926,0.0
82.7,0.619,0.1833,0.5967,6.926,3.123,0.0
10.18,0.3667,0.3103,0.4336,6.383,-4.156,0.0
10000.0,0.7056,0.865,0.974,4.22,14.555,0.0
32.62,0.5693,0.545,0.6177,6.875,0.4875,0.0
23.9,0.1575,0.763,0.2908,8.59,-6.43,0.0
10000.0,0.1267,0.11176,0.01707,6.074,1.82,0.0
10000.0,0.68,0.2512,0.1677,4.434,-11.92,0.0
10000.0,0.587,0.1047,0.784,1.781,7.613,0.0
10000.0,0.2937,0.4783,0.0859,8.53,-3.93,0.0
0.732,0.3228,0.197,0.8765,5.37,-5.152,0.0
10000.0,0.6426,0.2351,0.01613,8.43,-1.606,0.0
10000.0,0.1581,0.4797,0.9175,9.92,8.33,0.0
10000.0,0.9946,0.2507,0.3171,3.523,8.25,0.0
1.287,0.2554,0.948,0.47,1.084,-13.42,0.0
0.732,0.979,0.3494,0.7476,5.703,-14.62,0.0
