like1,parKperc,parKb,parKe,parCqq,parBias,chain
10000.0,0.6724,0.557,0.1633,8.03,14.62,0.0
10000.0,0.4478,0.896,0.165,5.535,-12.14,0.0
56.12,0.487,0.5317,0.7607,7.598,3.676,0.0
32.2,0.374,0.3953,0.3503,8.71,-1.337,0.0
10000.0,0.6523,0.145,0.9697,2.758,6.76,0.0
10000.0,0.4807,0.11414,0.662,6.51,10.875,0.0
70.44,0.4233,0.4202,0.753,6.203,4.703,0.0
10000.0,0.2385,0.6577,0.7993,7.688,7.824,0.0
5.523,0.4932,0.2917,0.3557,0.1084,-10.88,0.0
10000.0,0.10785,0.9907,0.5166,1.064,9.97,0.0
10000.0,0.4272,0.4546,0.8267,8.23,13.15,0.0
57.25,0.2422,0.6914,0.4944,0.984,3.225,0.0
2.771,0.108,0.857,0.6035,5.2,-1.198,0.0
10000.0,0.876,0.00259,0.922,0.3657,7.055,0.0
10000.0,0.3584,0.6294,0.3179,1.5,8.47,0.0
10000.0,0.4229,0.568,0.0957,4.332,11.46,0.0
10000.0,0.2448,0.5273,0.584,1.868,12.9,0.0
0.732,0.1483,0.4624,0.4475,0.0973,-12.36,0.0
10000.0,0.7944,0.4834,0.795,6.96,7.7,0.0
92.0,0.6187,0.83,0.735,4.594,6.06,0.0
10000.0,0.0256,0.1465,0.1267,4.07,14.75,0.0
0.732,0.0174,0.02649,0.533,5.117,-5.434,0.0
13.76,0.5386,0.551,0.615,6.848,-0.4854,0.0
10000.0,0.1497,0.81,0.0726,0.1816,-4.6,0.0
10000.0,0.4805,0.329,0.03265,2.604,-1.523,0.0
10000.0,0.8384,0.1602,0.06305,9.836,11.9,0.0
0.732,0.2837,0.4333,0.8223,8.58,-14.05,0.0
47.4,0.988,0.4014,0.907,1.711,2.947,0.0
0.732,0.162,0.3772,0.854,4.6,-7.184,0.0
87.56,0.1512,0.4075,0.564,2.959,5.83,0.0
9.305,0.02841,0.679,0.2289,3.201,-5.277,0.0
10000.0,0.588,0.0904,0.8975,1.742,6.96,0.0
10000.0,0.7456,0.1058,0.7485,8.27,13.04,0.0
44.78,0.05676,0.6714,0.2222,2.092,-2.768,0.0
0.732,0.1814,0.2673,0.601,4.426,-8.33,0.0
0.732,0.8394,0.0732,0.621,6.812,-14.875,0.0
0.6978,0.2605,0.736,0.9683,6.84,-5.273,0.0
10000.0,0.6616,0.9277,0.1175,2.541,10.54,0.0
73.56,0.3423,0.9526,0.2133,9.14,-7.73,0.0
5.535,0.3977,0.654,0.65,1.129,-6.52,0.0
14.91,0.4475,0.1691,0.2181,2.096,-13.43,0.0
10000.0,0.573,0.9355,0.2368,5.332,-2.857,0.0
10000.0,0.5796,0.1043,0.4236,8.69,8.195,0.0
0.732,0.1735,0.0786,0.614,4.324,-9.07,0.0
0.732,0.2333,0.5366,0.9673,3.666,-8.67,0.0
48.75,0.9585,0.6445,0.343,7.613,-11.266,0.0
3.805,0.2426,0.4055,0.4258,9.26,-5.83,0.0
10000.0,0.5073,0.988,0.1064,6.78,9.77,0.0
10000.0,0.1708,0.7954,0.2922,6.766,7.445,0.0
5.883,0.794,0.3774,0.7817,6.73,-5.03,0.0
90.94,0.453,0.9927,0.1758,0.698,-13.125,0.0
0.732,0.299,0.02554,0.915,2.201,-11.695,0.0
10000.0,0.6533,0.9062,0.01086,7.973,8.97,0.0
10000.0,0.2429,0.05466,0.0873,5.812,5.363,0.0
0.732,0.4897,0.09845,0.613,9.77,-8.31,0.0
49.2,0.7324,0.2214,0.9194,3.818,3.209,0.0
12.945,0.913,0.565,0.816,7.0,-2.719,0.0
45.16,0.1172,0.2563,0.701,1.399,3.082,0.0
10000.0,0.1614,0.4783,0.9175,7.805,14.66,0.0
10000.0,0.3984,0.427,0.511,6.336,10.71,0.0
16.64,0.4973,0.4285,0.44,3.676,-3.646,0.0
35.88,0.5034,0.3555,0.8667,8.77,2.352,0.0
10000.0,0.07477,0.585,0.462,5.832,9.66,0.0
20.67,0.7095,0.949,0.5156,2.535,-14.87,0.0
72.0,0.02773,0.925,0.6196,6.137,5.086,0.0
6.89,0.2424,0.737,0.4575,8.12,-5.715,0.0
10000.0,0.3984,0.3455,0.9365,0.4722,13.72,0.0
10000.0,0.2334,0.2073,0.1411,2.37,11.086,0.0
68.0,0.8384,0.0637,0.4778,4.69,2.893,0.0
10000.0,0.324,0.4373,0.05597,3.006,-9.41,0.0
10000.0,0.3074,0.834,0.2134,9.164,3.916,0.0
10000.0,0.6562,0.12036,0.07605,5.777,-1.233,0.0
0.732,0.051,0.0868,0.352,1.288,-4.04,0.0
0.732,0.328,0.00956,0.9785,5.395,-2.562,0.0
10000.0,0.723,0.691,0.3025,0.9673,13.4,0.0
10000.0,0.3972,0.873,0.8804,2.64,11.984,0.0
10000.0,0.8745,0.8774,0.2137,7.773,10.805,0.0
10000.0,0.6675,0.08203,0.04962,6.08,-9.625,0.0
10000.0,0.3533,0.928,0.26,8.445,7.125,0.0
10000.0,0.698,0.4282,0.5337,5.605,9.75,0.0
33.2,0.149,0.1573,0.5283,6.1,1.908,0.0
11.62,0.2296,0.693,0.4434,5.184,-2.455,0.0
6.004,0.602,0.661,0.7715,5.53,-10.02,0.0
83.1,0.03001,0.6777,0.9927,1.7,5.906,0.0
10000.0,0.9194,0.9736,0.1703,6.055,8.54,0.0
32.5,0.566,0.3025,0.255,6.266,-9.055,0.0
10000.0,0.01075,0.988,0.034,8.2,-5.746,0.0
10000.0,0.769,0.9956,0.3855,2.92,12.52,0.0
62.9,0.811,0.596,0.9785,7.31,4.16,0.0
