like1,parKperc,parKb,parKe,parCqq,parBias,chain
51.7,0.912,0.322,0.4536,2.65,-0.4792,0.0
10000.0,0.8384,0.854,0.1104,1.251,0.2766,0.0
10000.0,0.1482,0.629,0.1902,1.973,4.45,0.0
86.8,0.3943,0.8096,0.6533,7.5,4.816,0.0
0.732,0.1544,0.5464,0.5957,6.254,-9.34,0.0
65.1,0.312,0.3875,0.984,0.7876,4.03,0.0
0.732,0.1696,0.1688,0.621,4.555,-8.96,0.0
10000.0,0.5103,0.3486,0.06137,2.791,13.664,0.0
28.03,0.711,0.839,0.555,3.984,-5.95,0.0
8.34,0.5107,0.2915,0.6655,6.316,-1.437,0.0
10000.0,0.4038,0.8735,0.7295,9.82,14.586,0.0
10000.0,0.5366,0.801,0.02306,7.84,5.13,0.0
10000.0,0.0736,0.7847,0.631,4.56,7.973,0.0
0.732,0.1365,0.5566,0.594,6.582,-9.4,0.0
33.03,0.8364,0.7124,0.45,1.781,-12.586,0.0
16.62,0.522,0.8765,0.527,1.863,-11.42,0.0
7.094,0.5947,0.2747,0.7197,2.318,-1.646,0.0
58.06,0.6694,0.593,0.8867,0.7817,3.273,0.0
10000.0,0.935,0.7363,0.3577,6.918,-0.5786,0.0
47.78,0.4573,0.3362,0.9316,5.78,2.818,0.0
1.946,0.1538,0.153,0.2952,4.297,-8.77,0.0
44.56,0.9595,0.3247,0.2568,1.214,-13.66,0.0
2.977,0.259,0.4895,0.507,1.076,-6.957,0.0
0.732,0.0461,0.3845,0.6855,3.959,-7.055,0.0
10000.0,0.6323,0.9927,0.911,9.29,10.76,0.0
10000.0,0.955,0.6704,0.2252,1.115,-14.0,0.0
10000.0,0.3386,0.8687,0.5522,6.68,7.82,0.0
0.732,0.3047,0.4382,0.9575,6.344,-11.2,0.0
34.6,0.723,0.924,0.536,0.2034,-5.754,0.0
10000.0,0.9053,0.3062,0.1956,6.29,9.06,0.0
10000.0,0.722,0.9756,0.3086,7.062,-3.83,0.0
0.2035,0.179,0.5957,0.71,8.67,-5.242,0.0
10000.0,0.839,0.07605,0.9126,1.313,13.65,0.0
10000.0,0.0745,0.39,0.7607,7.47,10.805,0.0
10000.0,0.347,0.537,0.662,1.702,9.055,0.0
10000.0,0.7314,0.52,0.3552,1.773,11.914,0.0
10000.0,0.548,0.7246,0.206,6.008,4.52,0.0
10000.0,0.5093,0.9424,0.1943,8.9,-2.615,0.0
18.94,0.7666,0.933,0.6587,0.3828,-13.18,0.0
72.75,0.2434,0.2485,0.2954,0.0741,0.8867,0.0
10000.0,0.282,0.9033,0.2441,4.742,5.918,0.0
0.156,0.3826,0.3408,0.7573,1.607,-5.855,0.0
17.4,0.9927,0.7075,0.8125,7.074,-3.33,0.0
0.732,0.2898,0.6636,0.9326,4.316,-14.33,0.0
10000.0,0.1195,0.7207,0.1813,6.73,5.96,0.0
0.732,0.04498,0.3245,0.3557,1.771,-13.5,0.0
10000.0,0.9604,0.2917,0.168,8.82,9.0,0.0
13.45,0.9956,0.1802,0.4146,6.723,-9.42,0.0
10000.0,0.741,0.8193,0.7847,8.03,11.15,0.0
51.16,0.7197,0.7607,0.3477,0.5054,-11.9,0.0
0.606,0.669,0.0623,0.7666,2.48,-4.26,0.0
10000.0,0.4934,0.922,0.592,5.574,14.71,0.0
78.94,0.351,0.8027,0.8164,5.527,4.69,0.0
65.94,0.1624,0.1929,0.7866,3.145,3.97,0.0
10000.0,0.6377,0.2037,0.11914,2.54,2.191,0.0
0.732,0.0669,0.987,0.8115,7.633,-11.48,0.0
10000.0,0.666,0.1947,0.987,2.863,13.57,0.0
10000.0,0.6606,0.079,0.07635,9.06,-1.85,0.0
0.03558,0.8696,0.02058,0.1825,4.473,-14.77,0.0
10000.0,0.0653,0.331,0.867,9.22,10.54,0.0
0.732,0.4863,0.09436,0.604,3.25,-6.44,0.0
10000.0,0.6255,0.5376,0.146,9.35,10.31,0.0
0.732,0.1974,0.06445,0.863,4.86,-3.639,0.0
96.06,0.9346,0.3813,0.2441,7.047,-5.832,0.0
10000.0,0.93,0.8843,0.8813,6.6,14.68,0.0
0.732,0.2396,0.543,0.7666,1.426,-12.03,0.0
0.732,0.03232,0.8306,0.803,7.18,-14.26,0.0
10000.0,0.784,0.71,0.2764,5.855,9.34,0.0
10000.0,0.2908,0.9927,0.01549,7.043,0.39,0.0
8.24,0.3296,0.4226,0.7686,8.72,0.11743,0.0
79.1,0.175,0.1765,0.635,2.113,4.61,0.0
68.06,0.7925,0.545,0.4602,5.977,1.008,0.0
10000.0,0.2717,0.9214,0.316,8.64,11.79,0.0
10000.0,0.45,0.4668,0.355,0.884,5.145,0.0
10000.0,0.637,0.1276,0.4504,4.32,10.734,0.0
10000.0,0.762,0.4006,0.185,5.11,-8.27,0.0
12.75,0.6953,0.2339,0.6562,1.774,-0.997,0.0
37.88,0.8394,0.325,0.388,2.334,-4.887,0.0
0.733,0.08594,0.361,0.6475,1.075,-2.996,0.0
4.12,0.1246,0.926,0.3838,0.9966,-6.637,0.0
4.81,0.8965,0.6567,0.965,3.268,-8.266,0.0
0.732,0.0702,0.5254,0.4976,8.59,-11.16,0.0
26.16,0.867,0.6035,0.4587,5.023,-13.25,0.0
10000.0,0.7134,0.235,0.3318,3.363,9.88,0.0
0.732,0.181,0.7456,0.97,6.87,-5.855,0.0
82.4,0.926,0.62,0.2864,9.836,-9.24,0.0
0.732,0.4834,0.251,0.8677,9.28,-14.04,0.0
2.398,0.444,0.2676,0.369,2.47,-14.82,0.0
7.52,0.462,0.4775,0.5566,2.502,-6.207,0.0
9.76,0.898,0.114,0.4062,9.33,-7.38,0.0
0.2142,0.2056,0.3333,0.769,6.227,-2.305,0.0
10000.0,0.4485,0.5713,0.10645,2.445,12.16,0.0
8.06,0.66,0.9785,0.7905,8.22,-14.39,0.0
10000.0,0.4763,0.884,0.0522,8.81,-0.3792,0.0
48.06,0.616,0.3472,0.2715,9.18,-7.605,0.0
8.625,0.8433,0.5015,0.915,8.69,-1.163,0.0
10000.0,0.7505,0.7686,0.0761,4.06,-3.014,0.0
7.516,0.427,0.2444,0.8994,1.615,0.2125,0.0
10000.0,0.0855,0.537,0.217,1.698,8.625,0.0
0.732,0.809,0.2118,0.8115,7.07,-11.31,0.0
10000.0,0.4844,0.4648,0.7944,4.156,9.25,0.0
0.6094,0.1416,0.6387,0.556,8.87,-7.426,0.0
10000.0,0.02997,0.1312,0.2617,7.18,6.918,0.0
10000.0,0.8237,0.02708,0.828,6.28,14.39,0.0
10000.0,0.2048,0.9907,0.5757,1.3,12.82,0.0
26.23,0.49,0.738,0.3933,6.785,-10.2,0.0
10000.0,0.747,0.9434,0.259,8.086,1.667,0.0
10000.0,0.451,0.3135,0.639,0.4048,13.01,0.0
0.732,0.02377,0.7783,0.7715,7.176,-5.945,0.0
33.12,0.9766,0.9014,0.6094,0.1177,-10.336,0.0
10000.0,0.4814,0.1584,0.3066,5.848,5.457,0.0
10000.0,0.5986,0.43,0.4814,5.094,10.72,0.0
0.732,0.1359,0.3545,0.92,0.924,-7.207,0.0
0.4778,0.869,0.3206,0.805,4.26,-11.445,0.0
10000.0,0.1893,0.2222,0.6475,5.363,13.04,0.0
10000.0,0.1512,0.0577,0.936,0.1887,7.535,0.0
0.732,0.2542,0.4097,0.8896,3.111,-14.22,0.0
22.28,0.4165,0.2219,0.8516,1.442,1.1045,0.0
10000.0,0.956,0.0526,0.1971,1.019,7.477,0.0
10000.0,0.08057,0.9546,0.52,2.502,11.69,0.0
10000.0,0.97,0.3533,0.5024,2.8,10.04,0.0
10000.0,0.37,0.642,0.3687,4.355,9.266,0.0
10000.0,0.918,0.659,0.06915,7.383,-3.812,0.0
10000.0,0.3264,0.08813,0.6064,2.775,14.78,0.0
99.56,0.2507,0.8755,0.7944,3.406,6.043,0.0
41.06,0.626,0.7217,0.3384,6.836,-12.88,0.0
28.77,0.0945,0.2479,0.8916,4.918,1.806,0.0
2.852,0.439,0.522,0.9487,6.926,-1.054,0.0
20.23,0.81,0.3115,0.3386,0.1536,-13.43,0.0
10000.0,0.894,0.807,0.2233,0.788,-5.883,0.0
10000.0,0.7344,0.1956,0.1096,6.016,-12.75,0.0
13.65,0.6255,0.2676,0.3,7.855,-14.484,0.0
68.56,0.1035,0.718,0.9697,6.086,4.344,0.0
41.66,0.2893,0.172,0.7983,6.605,2.326,0.0
10000.0,0.374,0.3901,0.414,6.215,7.855,0.0
0.5137,0.2878,0.64,0.7354,2.521,-6.79,0.0
0.732,0.4934,0.1979,0.557,2.955,-13.99,0.0
4.4,0.2793,0.6553,0.5396,6.29,-7.082,0.0
15.88,0.5986,0.4983,0.427,2.885,-11.28,0.0
7.09,0.602,0.2079,0.4,4.95,-9.85,0.0
10000.0,0.979,0.6855,0.2041,8.28,6.883,0.0
10000.0,0.1985,0.606,0.4688,6.6,13.91,0.0
10000.0,0.4895,0.8853,0.115,2.826,-5.957,0.0
10000.0,0.959,0.819,0.1274,2.6,-14.66,0.0
10000.0,0.554,0.0876,0.03087,4.184,-9.62,0.0
0.1804,0.2937,0.1495,0.3364,9.38,-11.81,0.0
14.34,0.9478,0.664,0.7515,7.344,-7.633,0.0
10000.0,0.1862,0.0755,0.535,2.31,11.1,0.0
25.77,0.2454,0.289,0.33,0.1592,-2.318,0.0
3.398,0.55,0.4954,0.863,8.31,-3.133,0.0
0.732,0.002361,0.736,0.9873,8.484,-6.43,0.0
10000.0,0.1488,0.5137,0.12103,1.1,-9.1,0.0
10000.0,0.7334,0.2261,0.5376,2.812,9.82,0.0
26.16,0.1678,0.8833,0.7773,1.349,1.496,0.0
10000.0,0.681,0.775,0.5396,6.754,5.004,0.0
45.2,0.5776,0.2922,0.2113,3.662,-11.9,0.0
1.918,0.3687,0.7227,0.6147,5.16,-12.76,0.0
10000.0,0.769,0.581,0.914,7.145,12.734,0.0
10000.0,0.2756,0.3298,0.1774,1.753,-2.463,0.0
10000.0,0.0744,0.2617,0.02335,3.977,-14.336,0.0
83.1,0.4978,0.299,0.5176,5.707,3.79,0.0
83.1,0.5005,0.8994,0.7637,8.266,4.74,0.0
0.732,0.153,0.6143,0.5713,7.81,-10.25,0.0
22.47,0.8193,0.608,0.621,1.53,-3.018,0.0
10000.0,0.643,0.2903,0.7627,6.5,7.156,0.0
10000.0,0.4436,0.1572,0.1254,7.56,-7.523,0.0
10000.0,0.5786,0.964,0.523,8.92,4.95,0.0
10000.0,0.797,0.1505,0.07874,2.416,11.51,0.0
0.732,0.2228,0.2017,0.8735,1.401,-10.84,0.0
8.65,0.5723,0.8228,0.8906,0.479,-1.554,0.0
10000.0,0.11316,0.1305,0.396,6.285,14.55,0.0
91.4,0.499,0.4675,0.35,1.747,1.673,0.0
90.06,0.961,0.0754,0.6743,6.5,4.434,0.0
10000.0,0.1367,0.1743,0.7017,3.021,7.254,0.0
10000.0,0.2534,0.91,0.5713,5.844,12.38,0.0
10000.0,0.301,0.2542,0.267,1.615,10.25,0.0
10000.0,0.901,0.11194,0.2532,0.01608,2.02,0.0
10000.0,0.2084,0.9683,0.5166,8.41,9.57,0.0
10000.0,0.2449,0.586,0.272,4.73,5.69,0.0
10000.0,0.5483,0.001037,0.3635,4.777,11.016,0.0
23.98,0.7676,0.5405,0.4944,1.563,-6.62,0.0
