like1,parKperc,parKb,parKe,parCqq,parBias,parS_init,parG_init,chain
21.67,0.8735,0.1385,0.6064,0.999,0.1654,1317.0,1256.0,0.0
95.1,0.02707,0.4482,0.2191,1.0,0.03143,688.0,231.5,0.0
10000.0,0.678,0.7896,0.2174,1.0,-0.561,480.8,1941.0,0.0
3.055,0.385,0.761,0.9795,0.9995,0.8164,1498.0,820.0,0.0
0.553,0.1504,0.564,0.8022,0.9995,-0.7783,1208.0,856.0,0.0
23.5,0.6685,0.628,0.6084,1.0,0.0773,1143.0,318.0,0.0
8.86,0.01233,0.5815,0.443,0.9995,0.784,980.5,1664.0,0.0
49.62,0.6626,0.9893,0.451,0.999,-0.05396,1144.0,51.0,0.0
13.07,0.575,0.933,0.787,0.999,-0.3933,1289.0,514.0,0.0
1.604,0.164,0.902,0.9,0.999,0.816,60.4,1558.0,0.0
38.88,0.5757,0.7744,0.472,0.9995,0.4395,316.8,144.1,0.0
10000.0,0.408,0.7295,0.1512,0.9995,0.6104,1742.0,458.2,0.0
6.9,0.2228,0.949,0.696,0.9995,0.1014,1801.0,647.5,0.0
5.543,0.264,0.10754,0.67,1.0,-0.2441,747.0,1517.0,0.0
10000.0,0.697,0.2642,0.04016,0.9995,0.1167,1437.0,1500.0,0.0
10000.0,0.7476,0.4468,0.155,1.0,-0.2634,1394.0,1521.0,0.0
3.926,0.4307,0.485,0.832,0.9995,-0.873,85.94,796.5,0.0
69.7,0.3203,0.9053,0.2983,1.0,0.1059,1191.0,759.0,0.0
7.26,0.543,0.4412,0.779,0.999,-0.4001,1372.0,574.5,0.0
4.414,0.4993,0.3682,0.8394,0.9995,-0.1267,1402.0,1806.0,0.0
7.305,0.3022,0.499,0.6953,0.9995,0.4656,1160.0,134.1,0.0
10000.0,0.3096,0.3416,0.128,0.9995,-0.05756,871.5,715.0,0.0
32.16,0.3826,0.689,0.4531,1.0,-0.163,671.5,1212.0,0.0
4.953,0.611,0.3567,0.887,0.9995,0.3835,188.2,1046.0,0.0
5.48,0.3032,0.851,0.794,0.9995,-0.2407,1008.5,253.8,0.0
10.36,0.6353,0.4407,0.7407,1.0,-0.5215,1655.0,1936.0,0.0
3.387,0.2812,0.391,0.798,0.999,0.471,906.5,1103.0,0.0
10000.0,0.2927,0.6,0.12054,0.9995,0.4053,1435.0,756.5,0.0
0.0172,0.095,0.6094,0.8945,0.999,-0.951,817.0,705.5,0.0
10000.0,0.2764,0.1921,0.2083,0.9995,0.06274,1774.0,954.5,0.0
49.38,0.728,0.4106,0.4119,1.0,0.9185,1110.0,1772.0,0.0
0.603,0.03622,0.3257,0.631,0.9995,0.0851,180.2,79.44,0.0
9.7,0.693,0.949,0.915,0.9995,-0.897,1130.0,1247.0,0.0
64.56,0.555,0.73,0.3398,0.999,0.473,114.44,732.5,0.0
33.6,0.3357,0.8706,0.4478,0.9995,0.619,1055.0,1979.0,0.0
10000.0,0.1647,0.7676,0.0993,1.0,-0.06027,1710.0,1433.0,0.0
10000.0,0.203,0.869,0.1993,0.9995,0.5015,757.5,340.2,0.0
68.7,0.243,0.681,0.2922,1.0,-0.2155,233.1,1923.0,0.0
15.06,0.7646,0.9277,0.8296,1.0,-0.489,967.0,1634.0,0.0
75.3,0.4895,0.7393,0.2925,0.9995,-0.0964,781.0,1849.0,0.0
1.668,0.303,0.7314,0.9697,0.9995,0.01796,1042.0,146.1,0.0
10000.0,0.8647,0.892,0.2502,0.999,-0.8887,243.6,1177.0,0.0
10000.0,0.2083,0.696,0.174,1.0,0.2803,192.2,1216.0,0.0
44.12,0.2678,0.2272,0.3752,0.9995,0.945,484.8,1039.0,0.0
98.25,0.5137,0.2319,0.2175,0.999,-0.4348,1717.0,1875.0,0.0
66.8,0.9795,0.2654,0.3408,0.9995,-0.953,591.5,1044.0,0.0
10000.0,0.671,0.4185,0.03192,1.0,0.3008,1899.0,1201.0,0.0
17.52,0.945,0.503,0.7256,0.9995,-0.8765,825.0,632.5,0.0
3.973,0.6055,0.2281,0.839,0.9995,-0.895,1753.0,141.5,0.0
0.1186,0.09265,0.3638,0.9165,0.999,-0.8335,1548.0,1130.0,0.0
50.28,0.0932,0.1023,0.3206,0.9995,-0.6895,225.2,1671.0,0.0
89.25,0.8203,0.6797,0.2742,0.9995,-0.573,330.0,1953.0,0.0
10000.0,0.6353,0.3394,0.1578,0.9995,-0.3625,1643.0,1136.0,0.0
27.81,0.4531,0.1395,0.4712,0.9995,-0.519,1855.0,347.0,0.0
23.9,0.427,0.5703,0.526,1.0,0.5806,552.0,782.5,0.0
3.21,0.3855,0.8145,0.964,0.9995,0.322,1436.0,1884.0,0.0
-0.238,0.1158,0.2113,0.8965,0.9995,-0.5034,1724.0,1386.0,0.0
19.31,0.643,0.1929,0.5835,0.999,-0.3506,776.5,253.5,0.0
35.16,0.9126,0.755,0.5845,0.9995,-0.7803,272.0,1321.0,0.0
2.19,0.2844,0.3584,0.8726,0.9995,0.684,360.8,802.0,0.0
14.664,0.1362,0.2676,0.496,0.9995,-0.586,939.0,934.0,0.0
84.4,0.5337,0.826,0.2727,0.999,0.02422,108.2,1846.0,0.0
10.21,0.636,0.5225,0.772,1.0,-0.0919,644.0,491.5,0.0
55.88,0.2778,0.7983,0.3298,0.999,-0.778,793.0,809.0,0.0
72.4,0.27,0.2686,0.2837,0.9995,0.2793,478.0,1548.0,0.0
68.7,0.1986,0.64,0.292,0.9995,0.462,913.0,1471.0,0.0
13.555,0.4094,0.3628,0.6045,1.0,-0.1841,616.0,359.8,0.0
45.75,0.7554,0.8594,0.487,0.999,0.4749,269.0,1900.0,0.0
10000.0,0.4668,0.3699,0.1882,1.0,-0.632,594.0,95.2,0.0
7.48,0.4092,0.4253,0.7104,0.9995,-0.4492,1103.0,366.0,0.0
40.38,0.281,0.685,0.3904,1.0,-0.1027,1241.0,45.2,0.0
10000.0,0.2253,0.8037,0.11414,0.9995,-0.9624,1383.0,92.7,0.0
35.0,0.9663,0.4978,0.5547,0.9995,0.5073,9.22,1947.0,0.0
10000.0,0.7783,0.8994,0.1635,1.0,-0.5522,204.8,1791.0,0.0
86.75,0.6807,0.4375,0.2642,1.0,0.5156,212.1,568.5,0.0
5.566,0.66,0.6855,0.9487,0.999,-0.842,1184.0,1572.0,0.0
10000.0,0.6772,0.4333,0.07587,0.9995,0.7417,571.5,1202.0,0.0
10000.0,0.03096,0.3484,0.0876,0.9995,-0.1968,1049.0,894.5,0.0
1.618,0.432,0.2029,0.926,0.999,-0.03117,1749.0,1723.0,0.0
6.54,0.1532,0.9297,0.626,0.9995,-0.3467,1272.0,381.0,0.0
0.606,0.1382,0.5225,0.882,0.999,0.641,438.2,530.5,0.0
60.28,0.904,0.7983,0.4172,0.999,-0.929,736.5,1266.0,0.0
66.6,0.1898,0.8022,0.2966,0.999,0.2778,304.2,1617.0,0.0
10000.0,0.1714,0.3955,0.0907,0.9995,-0.9097,1740.0,1721.0,0.0
0.1779,0.1444,0.8145,0.9907,0.9995,-0.04425,515.0,185.2,0.0
10000.0,0.8496,0.2137,0.154,1.0,0.1775,314.2,829.0,0.0
44.0,0.08075,0.5386,0.3425,0.999,-0.08685,279.8,685.0,0.0
0.04886,0.0873,0.614,0.9243,1.0,-0.6167,811.0,1915.0,0.0
1.785,0.3276,0.5854,0.9604,1.0,0.4348,485.5,82.56,0.0
97.56,0.874,0.995,0.2852,0.9995,0.03616,1594.0,255.5,0.0
94.1,0.8125,0.9956,0.283,0.999,-0.8403,159.5,868.5,0.0
29.56,0.4583,0.165,0.461,1.0,-0.551,1033.0,110.5,0.0
17.48,0.4014,0.5957,0.5854,0.9995,0.553,1002.5,1500.0,0.0
85.5,0.3093,0.9854,0.2505,0.9995,-0.924,1430.0,1062.0,0.0
10000.0,0.3345,0.2827,0.1892,0.9995,-0.08655,1579.0,236.9,0.0
10000.0,0.3198,0.813,0.177,0.9995,0.7593,1826.0,1518.0,0.0
95.2,0.824,0.522,0.2443,1.0,-0.8486,1841.0,953.0,0.0
0.882,0.10565,0.3062,0.687,0.9995,-0.774,588.0,1237.0,0.0
6.137,0.696,0.4824,0.878,0.9995,-0.873,578.5,749.0,0.0
58.47,0.6753,0.6445,0.372,0.999,-0.02896,303.5,1131.0,0.0
83.8,0.2676,0.338,0.2544,0.9995,0.4626,833.5,1050.0,0.0
10000.0,0.8115,0.292,0.2101,0.9995,-0.6553,595.0,630.5,0.0
12.21,0.643,0.2988,0.7104,0.9995,0.567,49.3,1943.0,0.0
10000.0,0.81,0.778,0.02995,0.9995,-0.2676,1220.0,1794.0,0.0
54.1,0.4817,0.4055,0.3528,0.999,-0.4395,1668.0,1861.0,0.0
33.4,0.02635,0.584,0.3552,0.999,-0.506,294.0,1613.0,0.0
16.12,0.7837,0.1192,0.6304,1.0,-0.938,1154.0,1873.0,0.0
34.94,0.6304,0.3755,0.4648,0.999,-0.3347,344.8,860.0,0.0
8.914,0.901,0.742,0.9565,1.0,0.1544,1128.0,829.0,0.0
10000.0,0.2986,0.983,0.05176,0.9995,0.00853,840.0,344.5,0.0
73.5,0.507,0.246,0.2874,0.9995,-0.1228,420.5,1810.0,0.0
22.9,0.3838,0.3992,0.4983,0.9995,-0.7607,1806.0,270.8,0.0
-0.323,0.0869,0.333,0.7505,1.0,-0.572,1528.0,1074.0,0.0
10000.0,0.944,0.345,0.1384,0.9995,-0.4243,1192.0,265.8,0.0
80.56,0.9985,0.568,0.3225,0.9995,0.651,440.2,1038.0,0.0
10000.0,0.468,0.9917,0.09985,0.9995,0.897,592.0,1138.0,0.0
3.578,0.2089,0.1249,0.664,1.0,-0.913,203.4,316.0,0.0
13.23,0.508,0.868,0.7437,0.999,0.2783,938.0,1131.0,0.0
10000.0,0.9546,0.859,0.04477,0.9995,-0.606,676.5,559.0,0.0
60.16,0.887,0.1991,0.362,1.0,-0.011055,1885.0,1615.0,0.0
51.06,0.0819,0.2954,0.3215,0.999,-0.283,750.0,1145.0,0.0
82.75,0.03888,0.2559,0.2367,0.9995,-0.9263,570.0,1872.0,0.0
10000.0,0.4373,0.68,0.1973,0.9995,0.74,190.9,1981.0,0.0
10000.0,0.8213,0.6562,0.10376,0.999,0.7007,1313.0,1387.0,0.0
21.88,0.5776,0.8926,0.642,1.0,-0.3528,323.5,1380.0,0.0
62.3,0.2196,0.3118,0.304,0.9995,-0.877,1778.0,1992.0,0.0
62.7,0.609,0.717,0.3467,0.9995,-0.668,336.0,1416.0,0.0
10000.0,0.917,0.9766,0.231,0.999,0.735,830.0,553.5,0.0
10000.0,0.7866,0.4817,0.0855,0.999,0.592,1711.0,255.5,0.0
4.13,0.4766,0.4312,0.8975,0.9995,0.731,1721.0,106.2,0.0
45.72,0.01831,0.4197,0.3362,1.0,0.0001543,1565.0,804.5,0.0
32.16,0.7393,0.6587,0.5576,0.9995,0.7915,1577.0,363.8,0.0
33.62,0.7383,0.6357,0.5283,0.999,-0.3506,1028.0,480.8,0.0
4.09,0.01292,0.917,0.483,0.999,-0.1787,1511.0,1926.0,0.0
15.164,0.815,0.2646,0.6724,0.999,-0.858,1885.0,787.0,0.0
10000.0,0.0538,0.2471,0.08923,1.0,-0.1521,1055.0,948.5,0.0
10000.0,0.0511,0.987,0.04617,0.9995,-0.248,878.0,240.8,0.0
71.0,0.772,0.795,0.3462,0.9995,-0.2245,1853.0,428.5,0.0
14.195,0.1715,0.43,0.5127,0.9995,-0.697,161.0,1565.0,0.0
18.05,0.729,0.7773,0.729,0.9995,-0.2922,1523.0,91.4,0.0
10000.0,0.638,0.2634,0.2147,0.9995,0.7637,611.5,1834.0,0.0
62.66,0.04724,0.2056,0.287,1.0,-0.9307,598.5,1081.0,0.0
8.04,0.256,0.4377,0.6436,1.0,0.372,963.5,171.6,0.0
10000.0,0.2876,0.9907,0.02959,0.9995,0.1583,486.5,1873.0,0.0
51.34,0.896,0.4275,0.4197,0.999,-0.05273,91.0,1922.0,0.0
10000.0,0.7485,0.655,0.2026,0.999,0.5137,434.5,1829.0,0.0
10000.0,0.9688,0.9507,0.0917,1.0,0.133,1242.0,496.8,0.0
8.555,0.456,0.9927,0.859,0.999,0.74,1005.5,1805.0,0.0
10.07,0.5356,0.62,0.768,0.999,0.3916,700.5,882.5,0.0
10000.0,0.5796,0.689,0.09235,0.9995,0.9272,1452.0,1498.0,0.0
10000.0,0.2996,0.764,0.12305,0.9995,-0.7485,518.0,1838.0,0.0
10000.0,0.974,0.623,0.0616,0.9995,-0.7837,972.0,1921.0,0.0
36.0,0.7715,0.1449,0.4734,0.999,0.2416,1255.0,738.5,0.0
5.332,0.4404,0.1545,0.774,1.0,0.1711,1692.0,873.0,1.0
0.1469,0.14,0.756,0.9517,0.9995,-0.8247,322.8,972.0,2.0
37.75,0.7334,0.3525,0.4568,0.999,-0.8438,583.0,1910.0,3.0
9.625,0.416,0.3748,0.6646,0.9995,-0.36,1455.0,638.0,4.0
10000.0,0.4573,0.6895,0.1,0.999,0.4248,1766.0,1282.0,5.0
69.2,0.7324,0.2898,0.3203,0.999,0.4998,86.4,200.1,6.0
4.668,0.3542,0.7266,0.8374,1.0,-0.10834,1132.0,1984.0,7.0
3.844,0.2125,0.5215,0.6943,0.9995,-0.629,101.6,582.0,8.0
20.11,0.4292,0.5586,0.553,0.9995,-0.10144,1032.0,1399.0,9.0
4.117,0.552,0.703,0.972,0.9995,-0.2065,137.6,110.56,10.0
7.73,0.31,0.2395,0.6724,0.9995,0.4844,249.4,1672.0,11.0
7.523,0.3633,0.3108,0.7197,0.999,0.9023,985.0,1637.0,12.0
9.836,0.46,0.4934,0.704,0.9995,-0.03043,843.0,1220.0,13.0
12.99,0.3882,0.637,0.6426,0.9995,0.2505,990.0,1489.0,14.0
8.13,0.6587,0.318,0.793,0.9995,0.295,586.0,1155.0,15.0
-0.02122,0.04382,0.4348,0.9976,1.0,0.563,1843.0,302.8,1.0
24.45,0.4768,0.3755,0.521,0.9995,0.539,637.0,1125.0,2.0
22.98,0.5977,0.31,0.5513,0.9995,0.10333,1524.0,1303.0,3.0
-0.3816,0.02357,0.1759,0.7,1.0,0.1161,1411.0,880.5,4.0
19.14,0.566,0.4724,0.5977,0.9995,-0.1445,1075.0,832.0,5.0
10.87,0.477,0.3083,0.668,0.9995,0.05438,1320.0,1118.0,6.0
7.5,0.3403,0.4883,0.7046,0.9995,0.2776,1182.0,1143.0,7.0
11.82,0.5474,0.443,0.6885,0.9995,-0.2448,1124.0,819.5,8.0
7.117,0.472,0.3044,0.7524,0.9995,0.2798,680.5,1402.0,9.0
11.23,0.4138,0.379,0.6504,0.9995,0.2128,947.5,992.0,10.0
8.266,0.512,0.6914,0.822,0.9995,0.541,1437.0,118.56,11.0
-0.002028,0.2876,0.1989,0.9746,0.9995,-0.1857,1793.0,1106.0,12.0
3.479,0.3718,0.288,0.789,0.9995,-0.4006,1411.0,553.0,13.0
4.527,0.3364,0.3528,0.761,0.9995,0.0422,1438.0,987.5,14.0
4.992,0.4062,0.5986,0.82,1.0,-0.41,1384.0,976.0,15.0
10000.0,0.5684,0.868,0.1284,0.9995,-0.555,896.0,1929.0,1.0
30.58,0.6445,0.767,0.548,0.9995,-0.5347,1028.0,1215.0,2.0
29.77,0.942,0.3245,0.5693,1.0,0.788,410.5,1217.0,3.0
22.16,0.56,0.8022,0.614,0.9995,-0.2964,1178.0,1417.0,4.0
19.16,0.829,0.6235,0.725,0.9995,0.8633,1691.0,1270.0,5.0
53.03,0.8223,0.4143,0.3987,0.9995,-0.05725,1268.0,1733.0,6.0
18.12,0.664,0.4856,0.651,0.9995,0.3965,928.5,1147.0,7.0
1.087,0.4756,0.2542,0.994,0.9995,-0.0264,361.2,129.8,8.0
79.2,0.952,0.3535,0.3,1.0,-0.2256,98.75,684.0,9.0
