like1,parKperc,parKb,parKe,parCqq,parBias,parS_init,parG_init,chain
12.53,0.3628,0.4482,0.6743,0.9995,-0.295,801.5,1575.0,0.0
-0.2255,0.02856,0.4395,0.769,0.9995,0.01525,1675.0,208.8,0.0
0.1415,0.02448,0.3542,0.4102,1.0,-0.6836,1023.0,351.0,0.0
10000.0,0.209,0.2832,0.2617,0.9995,0.888,776.0,1716.0,0.0
7.24,0.11084,0.5977,0.7334,1.0,0.3425,201.1,166.9,0.0
17.28,0.661,0.6465,0.93,0.999,0.8003,350.0,650.0,0.0
10000.0,0.779,0.1528,0.2893,0.9995,-0.689,1286.0,1709.0,0.0
2.969,0.0378,0.676,0.474,0.9995,-0.1865,442.5,1931.0,0.0
0.2446,0.3606,0.388,0.957,0.999,-0.6616,678.0,199.2,0.0
10000.0,0.7065,0.4702,0.3435,0.9995,0.6963,31.67,165.6,0.0
16.88,0.885,0.343,0.8105,1.0,0.3547,1641.0,215.8,0.0
6.543,0.53,0.4922,0.8335,0.9995,-0.704,482.8,994.5,0.0
79.1,0.7905,0.4055,0.3987,0.999,-0.2808,266.5,258.8,0.0
21.84,0.1895,0.5317,0.596,0.9995,0.765,947.5,975.5,0.0
2.484,0.01962,0.6763,0.871,0.9995,0.2258,778.5,918.0,0.0
10000.0,0.9814,0.4639,0.3845,0.9995,-0.1058,1118.0,314.2,0.0
17.8,0.1354,0.2598,0.572,0.999,0.718,314.0,1199.0,0.0
23.97,0.5933,0.1772,0.717,0.999,0.8916,864.0,972.5,0.0
82.3,0.1737,0.982,0.2893,0.9995,-0.2715,110.44,1126.0,0.0
10000.0,0.9067,0.372,0.1335,0.999,0.847,945.0,1860.0,0.0
10000.0,0.6436,0.501,0.3274,1.0,0.5337,1608.0,44.53,0.0
21.45,0.94,0.1917,0.6196,0.9995,-0.5415,680.0,638.0,0.0
10000.0,0.3142,0.287,0.1036,0.9995,0.5586,1479.0,1666.0,0.0
10000.0,0.9805,0.6323,0.2316,0.9995,0.4473,25.9,828.5,0.0
7.19,0.157,0.1875,0.639,0.9995,0.2133,748.0,884.5,0.0
10000.0,0.3206,0.6187,0.138,0.9995,0.645,1306.0,1825.0,0.0
35.47,0.723,0.3484,0.516,0.999,-0.7705,214.5,1218.0,0.0
10000.0,0.8223,0.8193,0.2727,0.999,-0.959,1224.0,1148.0,0.0
3.94,0.813,0.2026,0.841,0.9995,-0.8306,1300.0,143.8,0.0
10000.0,0.7754,0.568,0.02513,0.999,0.1068,776.5,1684.0,0.0
10000.0,0.3481,0.2935,0.2491,0.9995,0.747,1085.0,1693.0,0.0
10000.0,0.5894,0.697,0.2161,0.9995,-0.2246,1165.0,811.0,0.0
21.22,0.9463,0.7246,0.939,0.999,0.8467,164.4,940.5,0.0
2.791,0.148,0.408,0.903,0.9995,0.2179,1847.0,607.0,0.0
10000.0,0.784,0.9717,0.1271,0.999,-0.947,1673.0,41.9,0.0
39.2,0.619,0.68,0.6,0.9995,-0.1633,1208.0,1511.0,0.0
10000.0,0.801,0.6294,0.2313,1.0,0.8125,557.0,293.0,0.0
10000.0,0.03494,0.894,0.1464,0.9995,-0.9233,7.56,438.2,0.0
15.51,0.633,0.787,0.808,0.999,-0.9175,351.5,104.2,0.0
10000.0,0.6216,0.3176,0.2108,0.9995,0.3066,1465.0,1742.0,0.0
3.566,0.03867,0.4524,0.3638,0.999,-0.83,1087.0,384.0,0.0
0.1164,0.271,0.1289,0.867,1.0,-0.01695,1798.0,570.0,0.0
0.065,0.1293,0.682,0.9473,0.9995,-0.175,1709.0,243.2,0.0
1.122,0.04245,0.1515,0.938,0.999,0.1445,598.5,219.8,0.0
17.7,0.4421,0.10767,0.946,0.9995,0.969,1629.0,559.0,0.0
18.28,0.0585,0.224,0.3748,0.999,0.4006,1184.0,420.0,0.0
20.03,0.594,0.655,0.7295,0.999,-0.3914,1234.0,1087.0,0.0
10000.0,0.6626,0.3093,0.1497,1.0,0.3276,1874.0,826.0,0.0
10000.0,0.7476,0.403,0.07874,0.999,-0.8623,278.5,1517.0,0.0
20.28,0.4192,0.3992,0.7637,0.9995,0.8354,815.5,1498.0,0.0
60.84,0.2893,0.1558,0.3477,0.9995,0.7407,562.0,139.4,0.0
5.023,0.702,0.4304,0.963,0.9995,0.0916,1450.0,664.0,0.0
11.23,0.927,0.539,0.943,0.9995,0.2778,1211.0,1085.0,0.0
8.64,0.787,0.374,0.854,0.999,-0.388,1768.0,1520.0,0.0
10000.0,0.3547,0.3403,0.0514,0.9995,-0.598,1645.0,1374.0,0.0
6.703,0.0739,0.1624,0.507,0.999,0.1846,303.8,28.16,0.0
6.71,0.1433,0.1973,0.9346,0.9995,0.4377,1512.0,1429.0,0.0
10000.0,0.1036,0.544,0.2213,1.0,-0.8096,1581.0,1110.0,0.0
10000.0,0.7676,0.2042,0.05847,1.0,0.143,614.0,580.5,0.0
10000.0,0.2678,0.6694,0.2834,0.999,0.6304,1361.0,1334.0,0.0
10000.0,0.1602,0.3801,0.08594,0.9995,0.714,1612.0,1269.0,0.0
10000.0,0.603,0.2037,0.04678,0.9995,0.385,54.8,964.5,0.0
0.2045,0.1123,0.5493,0.972,0.9995,-0.48,702.5,963.0,0.0
10000.0,0.2314,0.9062,0.1735,1.0,0.8657,523.0,1669.0,0.0
18.06,0.6753,0.3958,0.8345,0.999,0.717,78.5,108.3,0.0
10000.0,0.5576,0.2617,0.1881,0.9995,0.05923,1143.0,1717.0,0.0
10000.0,0.507,0.9854,0.03522,1.0,0.3738,71.6,1384.0,0.0
52.84,0.402,0.5967,0.4543,0.999,0.6978,1218.0,732.0,0.0
22.53,0.4255,0.865,0.715,0.9995,0.2808,1692.0,1501.0,0.0
10000.0,0.5303,0.3662,0.04977,0.999,0.9307,308.0,1380.0,0.0
12.91,0.503,0.898,0.86,0.999,0.2225,1202.0,58.53,0.0
88.75,0.65,0.6816,0.3936,1.0,-0.785,746.5,1988.0,0.0
10000.0,0.5464,0.566,0.01082,1.0,-0.3865,1876.0,1212.0,0.0
10000.0,0.4688,0.1466,0.2452,0.9995,0.05875,1208.0,140.6,0.0
33.75,0.94,0.7417,0.8154,1.0,0.99,829.0,299.2,0.0
50.03,0.4392,0.453,0.4346,0.9995,0.1982,1436.0,482.0,0.0
10000.0,0.812,0.3003,0.1304,0.9995,0.2202,1856.0,688.0,0.0
4.375,0.831,0.1155,0.8535,0.9995,-0.01572,540.0,561.0,0.0
10000.0,0.7944,0.7144,0.02246,0.999,-0.345,1407.0,1805.0,0.0
46.75,0.864,0.895,0.705,0.9995,0.2075,1450.0,360.2,0.0
41.5,0.58,0.4282,0.4646,1.0,-0.7896,559.0,583.5,0.0
0.128,0.5635,0.1475,0.9614,0.999,-0.3015,158.4,1006.0,0.0
10000.0,0.338,0.8467,0.02785,0.9995,-0.6953,1799.0,100.5,0.0
10000.0,0.5137,0.1453,0.2969,0.999,0.823,932.0,1258.0,0.0
9.3,0.2076,0.1646,0.7812,0.999,0.478,1145.0,1160.0,0.0
13.03,0.2578,0.635,0.712,0.9995,0.3135,1240.0,1839.0,0.0
10000.0,0.2954,0.8423,0.2289,0.999,-0.5054,283.2,449.2,0.0
66.2,0.889,0.791,0.6094,0.999,0.785,1354.0,1734.0,0.0
12.12,0.5117,0.808,0.8135,1.0,-0.7563,1474.0,632.0,0.0
0.1033,0.2428,0.68,0.98,0.999,-0.828,200.2,467.5,0.0
12.08,0.1821,0.8423,0.6846,0.999,0.2632,993.5,1021.5,0.0
10000.0,0.3882,0.1545,0.10803,1.0,0.2505,109.3,758.5,0.0
1.176,0.0774,0.4402,0.6284,0.9995,-0.4995,836.5,1531.0,0.0
7.684,0.03964,0.2303,0.602,0.9995,0.429,1717.0,1945.0,0.0
10000.0,0.4006,0.8496,0.02379,0.9995,-0.4944,359.8,1265.0,0.0
10000.0,0.146,0.1854,0.05325,0.9995,0.905,646.5,1254.0,0.0
10000.0,0.446,0.915,0.2542,0.999,-0.706,492.0,1539.0,0.0
10000.0,0.689,0.5938,0.147,0.9995,-0.4473,1573.0,1457.0,0.0
1.936,0.566,0.1322,0.858,1.0,-0.1283,161.6,1808.0,0.0
10000.0,0.534,0.3933,0.1466,0.9995,-0.2915,598.0,719.0,0.0
17.88,0.446,0.2216,0.9644,1.0,0.99,758.0,1328.0,0.0
10000.0,0.231,0.288,0.2412,0.9995,-0.9863,1197.0,1415.0,0.0
0.005684,0.1515,0.331,0.8833,0.9995,-0.1753,1794.0,705.5,0.0
10000.0,0.5464,0.432,0.336,0.9995,0.8354,140.9,745.0,0.0
3.547,0.4702,0.494,0.925,1.0,-0.2043,980.5,1193.0,0.0
10000.0,0.544,0.9844,0.3892,0.9995,-0.3577,1632.0,1848.0,0.0
0.2424,0.4243,0.1343,0.771,1.0,-0.883,1029.0,704.0,0.0
17.66,0.09485,0.3096,0.566,0.9995,0.793,1473.0,193.0,0.0
9.41,0.2744,0.653,0.957,1.0,0.55,268.2,119.6,0.0
0.732,0.05276,0.1289,0.54,0.9995,-0.8613,500.0,1969.0,0.0
87.94,0.341,0.2966,0.2866,0.9995,-0.965,775.5,641.5,0.0
10000.0,0.2473,0.2659,0.02605,0.9995,-0.07825,1147.0,719.5,0.0
6.938,0.9956,0.4792,0.965,0.999,-0.4722,1211.0,232.1,0.0
37.38,0.5083,0.9624,0.6504,1.0,0.2783,360.5,1363.0,0.0
1.511,0.3884,0.557,0.9736,0.9995,-0.3357,956.5,227.2,0.0
83.6,0.8184,0.9087,0.5244,0.9995,0.2517,859.0,1528.0,0.0
23.56,0.2333,0.568,0.4688,0.999,-0.5693,1307.0,1652.0,0.0
10000.0,0.4531,0.62,0.2072,0.9995,-0.04642,631.5,303.2,0.0
10000.0,0.817,0.616,0.3586,0.9995,0.11926,917.0,156.1,0.0
0.6226,0.1567,0.2742,0.815,0.999,-0.0593,1408.0,158.0,0.0
11.07,0.7983,0.292,0.783,0.999,-0.2766,767.0,1997.0,0.0
10000.0,0.74,0.411,0.3308,0.9995,0.02357,14.65,243.6,0.0
8.23,0.12177,0.1536,0.782,0.9995,0.47,1388.0,1343.0,0.0
0.088,0.05167,0.3972,0.845,0.999,-0.08136,758.5,988.5,0.0
84.7,0.961,0.6714,0.5034,1.0,0.5977,1512.0,1778.0,0.0
10.12,0.868,0.1241,0.994,0.9995,0.5503,113.25,1853.0,0.0
17.33,0.4922,0.2676,0.6123,0.999,-0.0894,704.5,1935.0,0.0
95.0,0.684,0.986,0.4482,1.0,0.0302,1475.0,498.5,0.0
7.26,0.11456,0.1123,0.3887,0.9995,-0.735,811.5,817.5,0.0
10000.0,0.909,0.7,0.09753,1.0,-0.1371,76.3,112.7,0.0
11.92,0.7583,0.1913,0.646,0.9995,-0.9297,56.6,1483.0,0.0
45.8,0.922,0.876,0.706,0.9995,-0.766,842.5,629.5,0.0
10000.0,0.5815,0.4844,0.2598,0.999,-0.3203,163.0,492.5,0.0
10000.0,0.6187,0.9453,0.2744,0.9995,0.5195,442.5,1308.0,0.0
44.8,0.5005,0.9966,0.5757,0.9995,-0.996,1222.0,43.75,0.0
10000.0,0.94,0.4153,0.3513,0.999,0.3804,1.39,1363.0,0.0
56.22,0.6123,0.7866,0.548,0.9995,0.5386,1054.0,1129.0,0.0
37.56,0.8013,0.504,0.6104,0.999,-0.312,1255.0,1392.0,0.0
23.02,0.472,0.3545,0.7456,0.999,0.912,1007.5,1822.0,0.0
10000.0,0.7354,0.453,0.2756,0.9995,-0.9053,165.4,1926.0,0.0
10000.0,0.41,0.1643,0.2131,0.999,0.6816,1857.0,1447.0,0.0
17.2,0.4119,0.9136,0.7695,0.999,0.2573,303.0,961.5,0.0
53.8,0.2018,0.82,0.3926,0.9995,0.951,859.5,1359.0,0.0
68.3,0.8115,0.965,0.6035,0.999,0.2179,786.5,767.0,0.0
7.03,0.03537,0.6484,0.3796,0.9995,-0.1587,1760.0,95.3,0.0
