like1,parKperc,parKb,parKe,parCqq,parBias,parS_init,parG_init,chain
0.665,0.2124,0.2856,0.967,0.9995,-0.7646,1733.0,748.0,0.0
-0.1709,0.8774,0.1614,0.635,1.0,-0.2737,1874.0,1056.0,0.0
0.3281,0.3882,0.3528,0.81,1.0,-0.6357,1255.0,1908.0,0.0
0.724,0.0791,0.4312,0.9395,1.0,-0.5864,1775.0,1354.0,0.0
15.03,0.4133,0.4539,0.09705,0.9995,-0.311,369.8,1834.0,0.0
-0.02898,0.2773,0.3372,0.5825,1.0,0.1796,951.5,1688.0,0.0
0.4365,0.963,0.922,0.98,0.9995,-0.386,1119.0,1670.0,0.0
0.1061,0.7188,0.10657,0.7026,0.999,0.759,542.5,898.0,0.0
2.416,0.8354,0.918,0.587,0.9995,-0.04263,311.8,1192.0,0.0
-0.0975,0.9736,0.2766,0.8823,0.9995,0.194,860.0,1892.0,0.0
4.082,0.4973,0.61,0.313,0.9995,0.801,919.0,1861.0,0.0
1.229,0.924,0.5034,0.553,0.999,-0.4336,61.53,13.65,0.0
0.1638,0.4966,0.2006,0.7217,0.9995,-0.6035,1566.0,333.8,0.0
11.29,0.09814,0.8384,0.1348,0.9995,0.3154,1584.0,652.0,0.0
0.269,0.2494,0.294,0.4885,0.9995,0.8706,419.2,1336.0,0.0
4.754,0.5776,0.4395,0.2732,0.999,0.02989,762.0,322.5,0.0
0.3445,0.2603,0.989,0.8296,0.999,-0.624,562.0,499.5,0.0
-0.05154,0.4075,0.1829,0.6074,0.9995,0.3818,168.9,1372.0,0.0
1.478,0.1256,0.3274,0.2893,1.0,0.7134,435.2,917.5,0.0
0.0002326,0.694,0.534,0.941,0.999,0.9863,1810.0,1594.0,0.0
3.635,0.4797,0.8926,0.3318,1.0,-0.3384,803.0,258.8,0.0
0.1274,0.4006,0.74,0.701,0.999,0.1157,1052.0,376.2,0.0
0.5713,0.208,0.1973,0.745,1.0,-0.6025,1588.0,602.5,0.0
0.0748,0.4856,0.1239,0.728,0.9995,0.0777,965.0,1942.0,0.0
0.03275,0.98,0.2854,0.7676,0.999,0.554,772.0,1396.0,0.0
0.3486,0.2395,0.947,0.4736,0.9995,-0.3032,259.5,773.5,0.0
-0.0668,0.5474,0.3628,0.78,0.9995,0.2194,1650.0,1985.0,0.0
7.027,0.7603,0.6816,0.2773,0.9995,0.419,959.0,782.5,0.0
22.81,0.2007,0.1472,0.02461,0.9995,0.9277,895.5,190.8,0.0
0.2349,0.03915,0.978,0.4365,0.9995,0.5674,1286.0,494.8,0.0
0.246,0.4067,0.708,0.6016,0.9995,-0.638,489.8,446.0,0.0
0.235,0.8657,0.6973,0.92,0.9995,0.9917,1413.0,273.0,0.0
5.434,0.725,0.315,0.251,0.999,-0.501,937.5,1146.0,0.0
0.2566,0.1471,0.888,0.951,0.999,0.9263,1113.0,539.0,0.0
0.1542,0.3662,0.1799,0.9,1.0,0.7637,598.0,1297.0,0.0
1.789,0.9775,0.896,0.7383,1.0,0.8564,1045.0,222.6,0.0
0.448,0.02992,0.9497,0.9375,0.9995,0.813,1891.0,931.0,0.0
0.1562,0.5396,0.293,0.501,0.999,-0.08374,831.0,1117.0,0.0
0.4055,0.2563,0.983,0.53,1.0,0.56,1210.0,1841.0,0.0
19.28,0.2247,0.9653,0.04816,0.999,-0.8633,356.5,932.5,0.0
2.654,0.7495,0.8486,0.4858,0.9995,-0.3938,900.0,1744.0,0.0
4.66,0.525,0.4624,0.29,1.0,0.9814,1777.0,1218.0,0.0
0.5566,0.03067,0.1636,0.4714,0.9995,-0.1403,969.5,580.0,0.0
-0.04495,0.1404,0.716,0.3428,1.0,-0.9253,433.2,1390.0,0.0
9.94,0.8066,0.627,0.2065,0.9995,0.02365,1117.0,273.0,0.0
0.781,0.0732,0.135,0.702,0.9995,-0.6646,1149.0,612.0,0.0
0.2004,0.8843,0.2578,0.7173,1.0,0.888,474.0,1161.0,0.0
6.72,0.4158,0.8716,0.2333,0.999,0.4421,1610.0,1671.0,0.0
3.066,0.6787,0.4045,0.3267,0.999,-0.3958,530.5,447.2,0.0
3.041,0.4688,0.4663,0.313,0.999,0.1057,1809.0,789.5,0.0
-0.1318,0.643,0.258,0.736,0.9995,0.2042,645.0,1632.0,0.0
0.1179,0.308,0.6597,0.7773,0.9995,0.1711,860.0,182.2,0.0
6.727,0.8413,0.885,0.328,0.9995,-0.1351,262.5,1934.0,0.0
0.2559,0.2327,0.654,0.4822,0.9995,0.584,650.5,1497.0,0.0
0.1844,0.6597,0.757,0.8506,1.0,0.2793,958.5,610.0,0.0
0.1724,0.0549,0.642,0.3513,0.999,-0.8984,1288.0,560.0,0.0
0.12195,0.2637,0.8477,0.7256,1.0,0.224,455.0,870.0,0.0
7.176,0.8276,0.832,0.313,0.999,0.7607,919.0,596.5,0.0
0.1808,0.04868,0.807,0.2742,1.0,-0.1245,934.0,1438.0,0.0
0.1517,0.2905,0.3933,0.834,0.9995,0.3909,172.4,709.0,0.0
2.85,0.966,0.4763,0.4458,0.9995,0.625,1804.0,679.0,0.0
5.484,0.201,0.875,0.2048,1.0,-0.279,398.8,1642.0,0.0
19.31,0.4534,0.3857,0.05957,0.999,0.3713,241.6,341.0,0.0
9.22,0.9365,0.8843,0.2769,0.9995,-0.561,751.0,989.5,0.0
0.5713,0.1621,0.3562,0.872,0.999,-0.311,1488.0,1165.0,0.0
14.16,0.3604,0.891,0.11127,1.0,-0.3752,187.4,256.8,0.0
1.217,0.704,0.4373,0.4568,1.0,-0.1356,1154.0,520.5,0.0
0.1505,0.712,0.7183,0.901,0.9995,0.1614,324.8,1212.0,0.0
0.2112,0.2494,0.11847,0.7856,0.999,0.9126,120.9,568.0,0.0
1.95,0.834,0.8857,0.6396,0.9995,0.636,836.5,948.5,0.0
1.461,0.43,0.985,0.4705,0.999,-0.273,535.5,1369.0,0.0
15.66,0.551,0.2101,0.08344,0.9995,-0.66,945.5,1491.0,0.0
21.56,0.9277,0.81,0.068,0.999,-0.958,990.0,1386.0,0.0
0.2908,0.0895,0.8384,0.781,1.0,0.785,1630.0,1221.0,0.0
12.55,0.6284,0.521,0.141,1.0,0.3396,542.5,229.2,0.0
2.613,0.5938,0.863,0.4482,0.999,0.578,1271.0,520.5,0.0
1.602,0.6855,0.683,0.5093,0.9995,0.07336,1035.0,818.0,0.0
0.09186,0.896,0.1685,0.882,1.0,-0.2983,917.5,1641.0,0.0
0.334,0.647,0.695,0.7227,0.999,-0.5684,611.5,1557.0,0.0
4.844,0.108,0.7876,0.2158,0.9995,0.933,807.5,1930.0,0.0
2.576,0.9355,0.4824,0.4065,1.0,-0.859,646.0,1362.0,0.0
6.56,0.0568,0.621,0.1812,0.999,-0.3508,1398.0,691.5,0.0
1.421,0.8413,0.455,0.4663,0.999,-0.6426,1090.0,1592.0,0.0
2.873,0.9375,0.773,0.5073,0.999,-0.8027,409.0,771.5,0.0
3.076,0.0456,0.8047,0.2151,1.0,-0.711,541.5,926.5,0.0
3.943,0.01915,0.1005,0.1969,1.0,-0.6147,156.4,663.5,0.0
0.8164,0.9834,0.6675,0.7446,0.999,-0.7144,1690.0,820.0,0.0
0.07446,0.8667,0.6255,0.927,1.0,0.5576,548.5,1042.0,0.0
5.133,0.593,0.7017,0.3074,0.9995,0.733,1699.0,443.5,0.0
0.1077,0.1399,0.595,0.539,0.9995,0.2644,1332.0,1899.0,0.0
20.58,0.538,0.1151,0.0354,0.9995,-0.4033,1066.0,397.2,0.0
8.35,0.9814,0.3086,0.2058,0.999,-0.5474,870.0,478.8,0.0
0.10754,0.684,0.55,0.859,0.9995,-0.1469,1068.0,115.4,0.0
0.2283,0.733,0.1354,0.8926,0.9995,-0.2467,1714.0,863.0,0.0
0.711,0.07855,0.5996,0.9644,0.999,-0.61,783.5,867.0,0.0
0.03815,0.403,0.7593,0.8115,0.9995,0.9214,1576.0,1053.0,0.0
0.7505,0.828,0.324,0.4712,0.9995,-0.684,248.2,675.0,0.0
8.26,0.9395,0.6987,0.2805,1.0,0.7134,1041.0,1589.0,0.0
21.86,0.481,0.9907,0.04367,0.9995,-0.8394,152.6,712.5,0.0
0.2515,0.1234,0.493,0.8174,1.0,0.806,1461.0,319.0,0.0
-0.04733,0.463,0.529,0.758,1.0,0.531,1237.0,667.5,0.0
1.528,0.6035,0.9233,0.581,0.9995,0.5176,702.5,206.2,0.0
26.78,0.994,0.733,0.02612,1.0,0.6816,1384.0,1954.0,0.0
0.12445,0.35,0.5835,0.591,0.999,-0.952,523.0,614.5,0.0
0.1765,0.478,0.3557,0.742,0.9995,-0.925,1108.0,816.5,0.0
-0.08154,0.5723,0.2903,0.596,1.0,-0.03537,981.0,1913.0,0.0
3.336,0.2773,0.2886,0.2445,0.9995,-0.486,1221.0,1771.0,0.0
0.549,0.933,0.7856,0.871,0.9995,-0.2996,1412.0,1266.0,0.0
22.94,0.7925,0.9014,0.0633,1.0,0.829,544.5,866.0,0.0
-0.02379,0.973,0.1903,0.9204,1.0,0.7773,1382.0,1872.0,0.0
10.52,0.289,0.742,0.1453,1.0,-0.258,710.0,151.4,0.0
1.95,0.9453,0.701,0.59,0.9995,-0.03973,864.0,1540.0,0.0
1.396,0.9443,0.587,0.589,1.0,-0.406,1185.0,436.5,0.0
0.1927,0.561,0.721,0.809,0.9995,-0.3481,808.0,1058.0,0.0
0.2098,0.531,0.8564,0.847,0.9995,0.12244,617.5,1329.0,0.0
2.482,0.9683,0.6025,0.4736,1.0,-0.9155,674.0,278.8,0.0
0.2278,0.337,0.647,0.5366,0.999,-0.01153,46.1,601.0,0.0
