like1,parKperc,parKb,parKe,parCqq,parBias,parS_init,parG_init,chain
20.92,0.765,0.9487,0.5674,1.0,-0.2747,1019.5,1194.0,0.0
15.0,0.5664,0.345,0.6357,0.9995,0.737,312.5,774.0,0.0
12.0,0.3162,0.944,0.8906,0.9995,0.729,1394.0,1390.0,0.0
0.9385,0.03128,0.1624,0.541,0.9995,0.0956,669.5,1072.0,0.0
22.56,0.4622,0.3643,0.2778,0.9995,0.6504,566.5,903.5,0.0
35.88,0.858,0.502,0.07495,0.9995,0.8604,505.0,1927.0,0.0
22.25,0.2778,0.435,0.2135,0.9995,-0.3987,805.5,292.2,0.0
18.1,0.577,0.727,0.617,0.999,0.9854,1030.0,1847.0,0.0
20.95,0.4915,0.897,0.4163,0.999,-0.03723,501.0,1093.0,0.0
28.12,0.832,0.7173,0.2365,0.9995,-0.99,598.0,1140.0,0.0
30.95,0.0634,0.6475,0.1001,0.9995,0.1045,988.0,237.5,0.0
13.78,0.2913,0.7173,0.548,1.0,-0.862,1543.0,192.1,0.0
4.492,0.02974,0.311,0.3926,1.0,0.000848,227.4,641.0,0.0
39.12,0.8467,0.5894,0.0355,0.999,0.911,1201.0,1829.0,0.0
38.88,0.882,0.1583,0.01395,0.9995,0.3413,766.0,1697.0,0.0
9.85,0.5127,0.10455,0.8594,0.9995,0.5503,354.8,551.5,0.0
24.8,0.6675,0.1627,0.212,0.9995,-0.7227,1107.0,1105.0,0.0
24.69,0.606,0.7095,0.2922,0.9995,-0.4214,894.5,633.5,0.0
11.56,0.3145,0.834,0.8594,0.9995,-0.0966,302.0,330.8,0.0
14.164,0.223,0.33,0.382,0.999,0.10974,488.0,1624.0,0.0
12.78,0.636,0.4128,0.936,1.0,0.27,557.5,1485.0,0.0
10.65,0.295,0.8955,0.966,0.9995,0.2457,1878.0,280.5,0.0
24.42,0.0723,0.901,0.167,1.0,-0.7686,638.5,1163.0,0.0
8.68,0.4177,0.1148,0.9033,0.9995,0.2893,1208.0,1728.0,0.0
14.17,0.5044,0.1956,0.5557,0.999,0.2644,1195.0,817.5,0.0
13.85,0.488,0.754,0.876,0.9995,-0.576,681.0,347.8,0.0
6.426,0.1914,0.1548,0.696,1.0,-0.881,703.0,66.06,0.0
32.16,0.9287,0.8374,0.1807,0.9995,-0.536,180.0,161.0,0.0
36.4,0.03717,0.9985,0.0283,0.9995,0.09875,137.1,1299.0,0.0
22.53,0.653,0.854,0.429,0.9995,0.536,332.8,1348.0,0.0
7.97,0.263,0.3892,0.9277,0.9995,-0.3262,1460.0,1703.0,0.0
19.98,0.655,0.4944,0.4429,0.999,0.1511,707.0,567.0,0.0
21.55,0.4216,0.956,0.3496,0.9995,-0.4644,966.5,1284.0,0.0
20.94,0.483,0.3164,0.3271,0.9995,0.8774,396.2,818.0,0.0
5.81,0.1023,0.7515,0.5957,0.9995,-0.7446,701.5,619.0,0.0
30.86,0.2422,0.8706,0.1036,0.9995,-0.379,970.5,1676.0,0.0
12.02,0.299,0.293,0.5645,1.0,-0.11816,1351.0,1280.0,0.0
28.23,0.9053,0.6763,0.2382,1.0,-0.9834,639.5,1955.0,0.0
21.66,0.3923,0.4072,0.261,1.0,-0.68,642.5,1016.5,0.0
36.97,0.756,0.856,0.0728,0.999,0.0981,318.0,1622.0,0.0
20.19,0.903,0.651,0.577,1.0,0.6396,288.5,1403.0,0.0
37.84,0.8994,0.8784,0.07947,1.0,0.3276,395.5,557.5,0.0
8.8,0.2212,0.587,0.831,0.999,0.2297,950.0,1496.0,0.0
14.75,0.7964,0.4607,0.8467,1.0,0.1849,1082.0,458.8,0.0
25.69,0.9204,0.583,0.3137,0.999,0.3958,1055.0,103.5,0.0
16.0,0.9443,0.3054,0.619,1.0,0.03564,1898.0,523.0,0.0
17.06,0.7227,0.7974,0.818,1.0,0.0809,259.0,149.9,0.0
15.266,0.504,0.645,0.735,0.9995,0.3425,698.0,1121.0,0.0
20.73,0.737,0.795,0.5156,0.9995,-0.2108,383.0,852.5,0.0
17.6,0.349,0.972,0.4897,1.0,0.742,1466.0,182.4,0.0
13.5,0.358,0.723,0.698,0.9995,-0.3364,1634.0,1422.0,0.0
29.97,0.3528,0.6797,0.1317,0.9995,0.879,36.88,26.1,0.0
12.81,0.606,0.1807,0.6255,0.9995,-0.8555,1485.0,1437.0,0.0
20.06,0.414,0.1664,0.2834,0.9995,-0.3008,1128.0,1978.0,0.0
20.38,0.1646,0.10175,0.2198,0.9995,0.0409,1213.0,1977.0,0.0
30.39,0.5557,0.2605,0.11536,0.9995,-0.1443,1589.0,65.0,0.0
15.695,0.756,0.4753,0.7075,0.999,-0.712,1454.0,1800.0,0.0
7.285,0.2551,0.319,0.9404,0.9995,-0.298,558.5,1790.0,0.0
20.22,0.892,0.7754,0.618,1.0,0.0909,1273.0,1062.0,0.0
17.7,0.877,0.3218,0.5205,1.0,0.1448,661.5,924.5,0.0
15.75,0.5806,0.638,0.761,0.9995,0.412,985.0,1938.0,0.0
31.6,0.8374,0.3503,0.129,1.0,0.59,1195.0,1628.0,0.0
10.0,0.327,0.2102,0.707,1.0,0.0363,1382.0,1381.0,0.0
13.9,0.942,0.3335,0.836,0.9995,0.05792,668.5,291.5,0.0
18.56,0.992,0.3992,0.5054,0.9995,-0.848,1080.0,1522.0,0.0
17.44,0.3367,0.6396,0.4219,0.9995,-0.0853,683.0,295.2,0.0
12.305,0.363,0.85,0.8545,0.9995,-0.919,885.0,1176.0,0.0
12.08,0.2471,0.6006,0.5806,0.9995,-0.1649,1282.0,207.9,0.0
23.98,0.3496,0.564,0.212,1.0,-0.3108,385.5,1229.0,0.0
13.11,0.827,0.354,0.981,0.999,0.8335,1405.0,172.6,0.0
7.445,0.1683,0.7783,0.8345,1.0,0.1338,1313.0,1848.0,0.0
36.84,0.2238,0.4438,0.02686,0.9995,-0.9155,1494.0,970.5,0.0
18.56,0.8716,0.8657,0.8486,0.9995,0.669,1623.0,831.5,0.0
17.23,0.7427,0.1415,0.4531,0.9995,0.2732,1485.0,350.5,0.0
15.305,0.4602,0.93,0.742,0.9995,-0.6562,620.0,581.5,0.0
31.31,0.4937,0.5815,0.12225,0.999,0.6807,1323.0,68.8,0.0
14.08,0.4553,0.985,0.874,0.999,-0.9756,1620.0,347.0,0.0
18.67,0.3188,0.9873,0.4082,0.9995,0.728,277.2,1288.0,0.0
10.83,0.51,0.2479,0.8027,1.0,-0.838,1481.0,187.4,0.0
13.41,0.7515,0.3176,0.8267,0.999,0.545,1888.0,1916.0,0.0
15.66,0.4387,0.998,0.7197,0.999,-0.02403,453.5,1903.0,0.0
13.1,0.8438,0.4094,0.971,1.0,-0.6494,597.5,101.94,0.0
7.906,0.2036,0.944,0.989,0.9995,-0.1433,562.0,1523.0,0.0
10.625,0.4282,0.316,0.8237,0.9995,-0.6987,1817.0,733.5,0.0
12.36,0.3276,0.759,0.7397,0.9995,-0.8203,1830.0,1611.0,0.0
10.84,0.1957,0.5435,0.5625,0.9995,0.4358,572.5,1629.0,0.0
4.562,0.1181,0.4094,0.7783,0.9995,-0.468,920.5,895.5,0.0
34.53,0.248,0.502,0.0551,1.0,-0.7534,1239.0,1949.0,0.0
22.14,0.849,0.946,0.522,0.999,-0.69,735.0,689.5,0.0
36.56,0.06158,0.5264,0.0395,0.999,0.4036,922.5,1306.0,0.0
9.91,0.466,0.2405,0.8994,1.0,-0.2333,1886.0,1918.0,0.0
18.7,0.2822,0.9624,0.361,0.9995,0.581,1073.0,1859.0,0.0
9.67,0.2551,0.8745,0.8926,0.9995,-0.7397,990.0,1759.0,0.0
14.79,0.4028,0.973,0.7725,0.999,0.687,104.4,1990.0,0.0
12.62,0.3745,0.6934,0.853,0.9995,0.487,1866.0,964.5,0.0
38.44,0.4553,0.491,0.0261,0.9995,0.7964,397.5,174.0,0.0
11.68,0.2106,0.415,0.4797,0.9995,-0.5923,1233.0,1118.0,0.0
11.08,0.45,0.3489,0.8633,0.9995,-0.2029,19.8,1459.0,0.0
2.686,0.055,0.9927,0.598,1.0,-0.627,1440.0,806.0,0.0
7.082,0.0995,0.661,0.5317,1.0,0.871,1290.0,1492.0,0.0
17.06,0.5903,0.563,0.568,0.999,-0.8066,1715.0,1650.0,0.0
19.25,0.8364,0.9434,0.769,1.0,0.09827,1098.0,262.5,0.0
13.24,0.8726,0.3271,0.8496,0.9995,-0.3555,1199.0,1474.0,0.0
11.46,0.3735,0.59,0.8794,0.9995,-0.4885,448.8,347.2,0.0
19.92,0.6255,0.7856,0.4883,0.9995,-0.988,1468.0,1362.0,0.0
11.33,0.2817,0.3833,0.6304,1.0,0.00871,258.5,66.6,0.0
20.33,0.722,0.654,0.4783,0.999,-0.5654,1886.0,646.0,0.0
27.4,0.74,0.12335,0.1838,0.9995,0.8066,1265.0,1501.0,0.0
16.75,0.669,0.5225,0.658,0.999,0.369,431.0,1421.0,0.0
16.7,0.3684,0.618,0.4568,1.0,-0.952,697.0,1098.0,0.0
17.8,0.5244,0.629,0.542,0.999,0.196,1232.0,1003.5,0.0
15.26,0.5806,0.895,0.932,1.0,-0.0848,330.2,2.682,0.0
31.78,0.988,0.3928,0.1412,1.0,0.438,1669.0,1234.0,0.0
13.32,0.0869,0.7715,0.3052,0.999,0.3274,1355.0,1150.0,0.0
16.7,0.2008,0.781,0.3086,0.9995,-0.2324,274.0,867.0,0.0
20.97,0.607,0.615,0.4023,0.9995,-0.6133,1622.0,189.6,0.0
12.58,0.7686,0.3816,0.9854,0.999,-0.1997,1735.0,885.0,0.0
