like1,parKperc,parKb,parKe,parCqq,parBias,chain
-0.2983,0.2957,0.6245,0.572,0.1272,0.4958,0.0
-0.2996,0.56,0.2438,0.577,0.2191,0.1001,0.0
-0.2668,0.3506,0.6387,0.2416,0.1584,0.085,0.0
-0.04752,0.10803,0.2747,0.662,0.4756,-0.283,0.0
-0.1927,0.7344,0.4016,0.3777,0.536,-0.4233,0.0
-0.0775,0.478,0.768,0.829,0.1304,-0.4204,0.0
-0.3118,0.2466,0.965,0.4197,0.4304,-0.0671,0.0
-0.326,0.2223,0.86,0.8843,0.9224,0.3843,0.0
0.997,0.91,0.922,0.962,0.946,0.1617,0.0
-0.3176,0.1886,0.8027,0.789,0.1544,0.2466,0.0
0.3125,0.868,0.6533,0.6836,0.7246,0.0301,0.0
-0.2825,0.3455,0.3455,0.9844,0.12225,0.4885,0.0
-0.1155,0.399,0.1114,0.2125,0.27,0.2646,0.0
0.6274,0.02965,0.465,0.5425,0.7256,0.1324,0.0
-0.2401,0.0558,0.6865,0.2406,0.1499,-0.3638,0.0
-0.26,0.8657,0.3137,0.7446,0.1395,-0.02205,0.0
-0.2737,0.269,0.3855,0.761,0.9956,0.05087,0.0
-0.05673,0.4158,0.0872,0.2937,0.6426,-0.2373,0.0
-0.2927,0.1748,0.6914,0.3823,0.9224,-0.266,0.0
-0.197,0.4802,0.566,0.8623,0.7334,0.05502,0.0
-0.1096,0.3171,0.1256,0.613,0.9453,0.467,0.0
1.375,0.9795,0.9766,0.6055,0.5537,0.08295,0.0
0.1921,0.5557,0.942,0.511,0.951,0.1914,0.0
0.0666,0.7046,0.6235,0.889,0.9907,0.3286,0.0
0.1887,0.613,0.829,0.4006,0.6177,0.1205,0.0
0.06076,0.5835,0.75,0.4778,0.4834,-0.2864,0.0
-0.2524,0.7925,0.1294,0.3481,0.788,-0.2107,0.0
0.02666,0.8853,0.4937,0.889,0.3625,-0.302,0.0
-0.3025,0.5913,0.2301,0.796,0.1858,0.4702,0.0
0.636,0.984,0.7236,0.744,0.2493,0.3828,0.0
-0.1279,0.2803,0.1482,0.2063,0.4668,0.1917,0.0
0.1749,0.891,0.5713,0.2583,0.8813,0.12476,0.0
-0.2983,0.279,0.8013,0.759,0.753,-0.3293,0.0
0.00736,0.7812,0.53,0.4478,0.2563,-0.262,0.0
-0.2805,0.3042,0.7783,0.575,0.896,-0.4377,0.0
-0.2708,0.4485,0.221,0.7715,0.7417,0.4973,0.0
-0.3167,0.7446,0.2415,0.872,0.6772,-0.18,0.0
-0.2715,0.04852,0.6577,0.743,0.1742,0.3027,0.0
1.187,0.9097,0.993,0.4465,0.1036,0.3477,0.0
-0.2408,0.425,0.1884,0.6904,0.8496,-0.1672,0.0
