like1,parKperc,parKb,parKe,parCqq,parBias,chain
0.1193,0.2211,0.3691,0.3506,0.7695,0.1323,0.0
0.2803,0.941,0.02565,0.7456,0.2098,0.02399,0.0
0.09845,0.383,0.964,0.432,0.796,-0.01206,0.0
0.1196,0.2258,0.796,0.3848,0.6855,0.2795,0.0
0.1322,0.366,0.6904,0.9067,0.1687,0.2974,0.0
0.2542,0.5166,0.03864,0.9443,0.789,0.05545,0.0
0.10736,0.598,0.736,0.33,0.556,0.2019,0.0
0.1239,0.1901,0.10754,0.9736,0.11536,0.11194,0.0
0.10565,0.961,0.204,0.7275,0.1969,0.1981,0.0
0.1268,0.1328,0.629,0.325,0.8745,-0.1112,0.0
0.1311,0.542,0.603,0.5923,0.8755,-0.4229,0.0
0.117,0.4873,0.744,0.328,0.573,0.1365,0.0
0.1484,0.5166,0.3376,0.755,0.3823,-0.207,0.0
0.1273,0.2462,0.7163,0.679,0.4785,-0.2015,0.0
0.1195,0.1725,0.768,0.385,0.69,0.03265,0.0
0.1033,0.245,0.9795,0.9014,0.3066,-0.2756,0.0
0.1401,0.4927,0.5737,0.3877,0.863,-0.3472,0.0
0.1255,0.6455,0.5376,0.747,0.577,-0.2698,0.0
0.1048,0.7256,0.6567,0.7734,0.9634,-0.2844,0.0
0.1251,0.7466,0.2449,0.2925,0.3552,-0.1256,0.0
0.1028,0.666,0.7153,0.62,0.2876,0.323,0.0
0.09766,0.901,0.4778,0.8955,0.675,0.293,0.0
0.187,0.0748,0.6094,0.7637,0.112,-0.317,0.0
0.1232,0.1578,0.692,0.2583,0.897,-0.00982,0.0
0.11786,0.429,0.1616,0.2318,0.676,-0.443,0.0
0.09875,0.737,0.802,0.991,0.855,-0.3726,0.0
0.0993,0.7925,0.7153,0.5576,0.929,-0.3748,0.0
0.1131,0.6743,0.623,0.775,0.913,-0.404,0.0
0.1195,0.2808,0.8164,0.584,0.4355,-0.4956,0.0
0.2313,0.4363,0.04642,0.2854,0.515,0.3184,0.0
0.08997,0.512,0.982,0.968,0.4714,-0.1506,0.0
0.2001,0.03366,0.2573,0.4668,0.2832,-0.1132,0.0
0.1123,0.2295,0.8823,0.586,0.8677,-0.3062,0.0
0.1284,0.572,0.125,0.358,0.962,0.4727,0.0
0.11017,0.1406,0.352,0.2225,0.866,-0.278,0.0
0.1043,0.9243,0.3608,0.736,0.9756,-0.2151,0.0
0.1984,0.02779,0.569,0.2688,0.264,-0.02701,0.0
0.1317,0.2072,0.0979,0.3623,0.4558,-0.3972,0.0
0.10583,0.3237,0.189,0.4634,0.7144,0.2673,0.0
0.11945,0.1268,0.4153,0.897,0.4111,0.02426,0.0
0.0948,0.9453,0.698,0.6313,0.1744,0.3647,0.0
0.1015,0.2942,0.978,0.8315,0.9536,0.1392,0.0
0.1131,0.977,0.1322,0.7554,0.522,-0.3552,0.0
0.11237,0.883,0.172,0.549,0.89,-0.02695,0.0
0.1137,0.864,0.2905,0.834,0.984,-0.02571,0.0
0.1229,0.3052,0.2917,0.935,0.134,0.4172,0.0
0.105,0.00938,0.0479,0.9644,0.384,-0.4182,0.0
0.1276,0.845,0.991,0.9746,0.1458,0.3342,0.0
0.0998,0.2294,0.2573,0.903,0.2203,-0.3552,0.0
0.1144,0.6777,0.6006,0.549,0.835,-0.117,0.0
0.078,0.02719,0.766,0.7803,0.6323,-0.1615,0.0
0.1044,0.0409,0.805,0.2842,0.417,-0.3281,0.0
0.1355,0.9087,0.9263,0.9023,0.944,-0.3164,0.0
0.1267,0.1097,0.8984,0.53,0.445,-0.4111,0.0
0.1414,0.5044,0.5503,0.2482,0.35,-0.01768,0.0
0.1428,0.3398,0.601,0.348,0.8765,0.4834,0.0
0.10034,0.4578,0.8965,0.2465,0.6455,0.28,0.0
0.1459,0.535,0.4714,0.4106,0.3364,-0.1024,0.0
0.1161,0.155,0.834,0.8267,0.6733,0.07196,0.0
0.1191,0.211,0.3843,0.6514,0.3423,-0.1981,0.0
0.1315,0.8115,0.108,0.2098,0.708,0.4614,0.0
0.1094,0.3416,0.1947,0.7637,0.761,-0.3337,0.0
0.2238,0.3723,0.0488,0.781,0.4797,-0.437,0.0
0.1052,0.9214,0.3562,0.791,0.839,-0.4724,0.0
0.12335,0.2666,0.333,0.4377,0.499,0.4517,0.0
0.1054,0.791,0.532,0.854,0.722,0.4539,0.0
0.1118,0.3335,0.871,0.3145,0.2085,0.297,0.0
0.201,0.0488,0.5947,0.6016,0.2292,-0.2327,0.0
0.1086,0.8496,0.863,0.896,0.3682,-0.1041,0.0
0.1282,0.1254,0.5874,0.713,0.2642,-0.282,0.0
0.09174,0.456,0.979,0.647,0.7656,0.1559,0.0
0.113,0.862,0.3467,0.6133,0.8916,-0.498,0.0
0.1326,0.2222,0.536,0.4907,0.319,-0.3936,0.0
0.1158,0.1239,0.9897,0.401,0.1981,-0.3145,0.0
0.11774,0.2993,0.2742,0.9785,0.746,0.2394,0.0
0.2856,0.763,0.02393,0.706,0.335,0.2341,0.0
0.1415,0.4814,0.2793,0.7495,0.453,0.06757,0.0
0.10815,0.874,0.845,0.917,0.1833,0.07886,0.0
0.133,0.517,0.1099,0.4177,0.6763,-0.4436,0.0
0.1194,0.386,0.7817,0.7896,0.8115,0.3145,0.0
0.127,0.4624,0.688,0.8003,0.952,-0.10455,0.0
0.1356,0.298,0.661,0.7593,0.6216,-0.2568,0.0
0.1377,0.935,0.9155,0.9863,0.329,-0.05865,0.0
0.09283,0.5977,0.918,0.738,0.826,-0.000715,0.0
0.107,0.1234,0.2588,0.5913,0.1127,0.036,0.0
0.1416,0.358,0.3384,0.7734,0.1597,-0.3342,0.0
0.2554,0.4258,0.0381,0.897,0.518,-0.2273,0.0
0.1503,0.3545,0.4443,0.626,0.9175,0.4915,0.0
0.0966,0.817,0.6167,0.9575,0.7075,0.476,0.0
0.1719,0.669,0.07263,0.946,0.3154,-0.1471,0.0
0.1146,0.3142,0.1163,0.633,0.5664,-0.0751,0.0
0.1004,0.5293,0.839,0.9746,0.766,0.366,0.0
0.12103,0.1908,0.753,0.3005,0.6094,0.1279,0.0
0.1051,0.997,0.1694,0.796,0.42,-0.4712,0.0
0.1307,0.8955,0.9414,0.4148,0.62,0.2808,0.0
0.2488,0.8623,0.03897,0.941,0.6685,-0.04132,0.0
0.1945,0.751,0.06046,0.6494,0.8115,-0.481,0.0
0.1326,0.10077,0.891,0.277,0.6973,0.4778,0.0
0.1384,0.3396,0.6484,0.6274,0.3013,-0.4202,0.0
0.1115,0.8896,0.2502,0.6147,0.797,0.1195,0.0
0.114,0.842,0.37,0.574,0.6577,-0.3457,0.0
