like1,parKperc,parKb,parKe,parCqq,parBias,parS_init,parG_init,chain
50.88,0.9473,0.3594,0.5405,0.9995,0.9365,1832.0,1198.0,0.0
7.812,0.3223,0.7744,0.797,0.999,-0.1937,1104.0,1975.0,0.0
10000.0,0.186,0.597,0.1478,0.999,-0.1703,1511.0,794.5,0.0
10000.0,0.819,0.9956,0.03029,0.9995,0.2468,921.5,831.0,0.0
10000.0,0.373,0.5786,0.1907,1.0,-0.5674,770.5,112.44,0.0
10000.0,0.07135,0.2073,0.1148,0.9995,0.09436,1137.0,1397.0,0.0
46.12,0.786,0.9077,0.5566,0.9995,-0.01472,1727.0,907.5,0.0
5.098,0.288,0.3074,0.732,1.0,-0.4836,1008.5,549.5,0.0
10000.0,0.9697,0.9243,0.011925,0.999,0.842,1740.0,1098.0,0.0
11.9,0.1517,0.9277,0.9062,0.999,0.875,1212.0,1114.0,0.0
10000.0,0.7974,0.6943,0.1609,0.9995,-0.4624,413.5,1533.0,0.0
19.72,0.9517,0.3806,0.747,0.9995,-0.02193,144.0,1297.0,0.0
22.88,0.973,0.606,0.807,1.0,0.2793,559.5,540.5,0.0
59.84,0.6987,0.413,0.4043,0.9995,0.0477,348.5,1907.0,0.0
30.56,0.3123,0.2231,0.4011,0.9995,-0.335,364.8,867.5,0.0
0.377,0.1998,0.2683,0.854,0.999,-0.7544,1611.0,270.2,0.0
17.6,0.726,0.2382,0.6426,1.0,-0.268,692.0,745.5,0.0
10000.0,0.73,0.8247,0.2069,0.9995,0.537,432.0,1944.0,0.0
10000.0,0.1268,0.918,0.11,0.999,0.005478,1449.0,890.0,0.0
10000.0,0.8657,0.245,0.04694,0.999,0.813,1296.0,103.9,0.0
9.086,0.53,0.4375,0.776,0.9995,-0.65,114.4,1714.0,0.0
17.86,0.2983,0.773,0.5566,1.0,-0.1382,370.8,1704.0,0.0
22.14,0.4683,0.7837,0.6865,1.0,0.579,476.8,1032.0,0.0
9.72,0.5537,0.5073,0.979,0.9995,0.454,916.0,1915.0,0.0
36.3,0.9307,0.57,0.5747,0.999,-0.8223,1.259,1246.0,0.0
10000.0,0.01695,0.822,0.1774,1.0,0.797,311.8,1237.0,0.0
10000.0,0.8047,0.519,0.0728,0.9995,0.7354,39.3,1328.0,0.0
18.45,0.6943,0.4915,0.6597,0.999,-0.8936,962.0,1208.0,0.0
10.86,0.5435,0.575,0.775,0.999,-0.7476,709.5,633.5,0.0
20.03,0.02652,0.8784,0.3406,0.999,0.9536,1444.0,131.1,0.0
27.77,0.797,0.1011,0.4968,1.0,-0.4456,1842.0,1895.0,0.0
36.06,0.67,0.8584,0.558,1.0,-0.8687,911.0,955.0,0.0
28.78,0.866,0.1688,0.5107,0.9995,-0.878,1629.0,1498.0,0.0
21.7,0.2313,0.9375,0.5825,0.999,0.771,1458.0,69.1,0.0
14.63,0.5103,0.1769,0.662,1.0,0.2045,1749.0,79.44,0.0
10000.0,0.3271,0.2313,0.1028,0.9995,-0.4626,224.6,1871.0,0.0
0.5146,0.04507,0.656,0.8276,0.999,0.08575,615.0,752.0,0.0
10000.0,0.366,0.3306,0.03903,0.9995,-0.1722,718.0,1230.0,0.0
37.75,0.752,0.1052,0.4514,0.9995,-0.1104,1392.0,1662.0,0.0
3.56,0.2399,0.7173,0.8633,0.9995,-0.3909,731.5,1246.0,0.0
36.03,0.606,0.8105,0.538,0.999,-0.2122,915.5,978.5,0.0
11.234,0.04932,0.839,0.3337,0.9995,-0.83,621.5,1971.0,0.0
21.02,0.7607,0.9854,0.944,0.999,0.8247,1840.0,1614.0,0.0
2.863,0.1364,0.7925,0.7627,0.9995,-0.4285,959.0,1862.0,0.0
10000.0,0.54,0.11096,0.03842,1.0,-0.582,884.5,245.4,0.0
30.42,0.1699,0.465,0.3384,0.9995,-0.637,599.5,186.6,0.0
38.53,0.1381,0.8887,0.3062,0.9995,-0.627,197.0,1228.0,0.0
10000.0,0.8286,0.2705,0.0374,0.999,0.6724,878.0,912.0,0.0
33.56,0.4155,0.275,0.493,0.9995,0.646,1268.0,674.0,0.0
10000.0,0.813,0.995,0.010506,0.9995,-0.821,310.2,1433.0,0.0
72.0,0.189,0.521,0.2644,0.9995,0.0862,1166.0,438.8,0.0
11.46,0.3257,0.6543,0.6685,0.9995,-0.255,1279.0,1568.0,0.0
13.31,0.7163,0.851,0.8887,0.999,-0.876,1569.0,1205.0,0.0
22.11,0.978,0.678,0.9243,0.9995,0.788,1541.0,386.0,0.0
4.695,0.5176,0.513,0.9814,1.0,-0.1214,491.2,139.0,0.0
10000.0,0.275,0.8022,0.03598,0.999,-0.91,85.0,481.8,0.0
0.241,0.4153,0.1155,0.9917,0.9995,-0.2664,482.8,418.8,0.0
10000.0,0.4946,0.553,0.1599,0.9995,-0.992,35.97,277.0,0.0
10000.0,0.986,0.4644,0.11993,0.9995,0.327,537.5,363.5,0.0
11.12,0.7007,0.2468,0.7593,0.9995,-0.2686,1163.0,1684.0,0.0
13.25,0.2389,0.2434,0.7896,0.9995,0.7695,680.5,1295.0,0.0
38.34,0.694,0.6104,0.5576,0.999,0.501,488.2,1153.0,0.0
15.54,0.3516,0.653,0.578,0.9995,-0.71,433.2,1431.0,0.0
38.1,0.8843,0.8687,0.657,0.9995,0.2426,159.6,432.0,0.0
14.11,0.3093,0.892,0.7163,1.0,0.3245,1284.0,1483.0,0.0
10000.0,0.443,0.7163,0.2435,0.9995,0.3867,35.72,1504.0,0.0
15.914,0.7163,0.769,0.8306,0.9995,-0.0555,391.8,351.2,0.0
10.95,0.01332,0.616,0.712,0.999,0.952,1717.0,1562.0,0.0
79.4,0.7236,0.3853,0.365,0.999,0.683,1394.0,964.5,0.0
17.16,0.2715,0.61,0.518,1.0,-0.5107,42.1,540.0,0.0
11.445,0.3572,0.8696,0.717,0.9995,-0.8354,457.5,298.0,0.0
45.7,0.3787,0.981,0.4531,0.999,0.6,1684.0,1403.0,0.0
10000.0,0.776,0.726,0.0942,0.9995,0.8276,706.0,430.2,0.0
68.7,0.491,0.9253,0.3647,0.9995,0.01663,946.0,977.5,0.0
