like1,parKperc,parKb,parKe,parCqq,parBias,parS_init,parG_init,chain
10000.0,0.895,0.553,0.2205,0.9995,0.015396,1026.0,909.5,0.0
15.29,0.967,0.5566,0.9556,0.999,0.4104,1273.0,1079.0,0.0
57.97,0.819,0.6914,0.4092,0.999,0.08923,1429.0,546.5,0.0
10000.0,0.9053,0.725,0.06152,0.9995,-0.6357,1837.0,638.5,0.0
3.674,0.692,0.2478,0.9575,1.0,-0.981,713.0,421.2,0.0
41.88,0.997,0.4668,0.4873,1.0,0.0399,1097.0,766.0,0.0
11.56,0.506,0.8535,0.9834,0.999,0.5986,913.0,1544.0,0.0
10000.0,0.3687,0.4016,0.0832,0.9995,-0.10425,1368.0,450.5,0.0
2.143,0.08527,0.3086,0.8325,0.999,0.2168,510.2,482.2,0.0
17.14,0.4595,0.521,0.605,0.9995,0.4275,287.5,481.5,0.0
6.215,0.42,0.2101,0.921,0.9995,0.4167,5.22,1913.0,0.0
46.94,0.8433,0.424,0.4443,0.999,0.471,1257.0,662.0,0.0
20.67,0.2747,0.926,0.4812,0.999,0.10455,1351.0,1845.0,0.0
10000.0,0.9756,0.627,0.06506,0.999,0.1499,1340.0,1117.0,0.0
22.34,0.287,0.504,0.425,0.9995,-0.2195,565.0,362.8,0.0
13.46,0.3213,0.925,0.637,1.0,0.2148,541.0,1056.0,0.0
10.98,0.188,0.7715,0.5747,0.999,0.2812,518.0,729.0,0.0
54.8,0.837,0.232,0.366,0.999,-0.0737,1155.0,1963.0,0.0
57.1,0.608,0.2362,0.3462,0.9995,0.4932,307.8,712.0,0.0
19.56,0.768,0.7188,0.664,1.0,-0.385,1696.0,550.0,0.0
10000.0,0.2352,0.4907,0.1042,1.0,-0.6045,1692.0,1120.0,0.0
78.2,0.238,0.6514,0.2498,1.0,0.07776,344.5,672.0,0.0
50.7,0.1481,0.5034,0.2764,1.0,0.079,1430.0,1736.0,0.0
10.26,0.6187,0.4663,0.831,0.9995,0.3008,677.0,1758.0,0.0
10000.0,0.4229,0.6816,0.02855,0.9995,0.7563,1671.0,767.5,0.0
4.83,0.0761,0.1973,0.902,0.999,0.5303,1697.0,956.5,0.0
10000.0,0.4954,0.7275,0.1653,0.999,-0.7583,1856.0,1990.0,0.0
12.15,0.1971,0.7017,0.752,0.999,0.8906,77.0,1167.0,0.0
4.586,0.3994,0.5996,0.9473,0.9995,-0.978,1105.0,414.0,0.0
20.69,0.9634,0.54,0.803,0.999,0.8125,919.0,967.0,0.0
10000.0,0.3953,0.846,0.2168,0.999,0.00516,28.23,921.5,0.0
26.27,0.853,0.2134,0.4993,0.999,-0.1875,144.9,692.0,0.0
28.12,0.709,0.8877,0.6396,0.9995,0.83,1758.0,1150.0,0.0
9.24,0.3367,0.4514,0.7207,0.9995,0.3076,1364.0,1292.0,0.0
10000.0,0.9795,0.7617,0.0729,0.9995,-0.9287,494.8,800.0,0.0
93.75,0.6655,0.1366,0.2556,0.9995,0.6055,1822.0,1183.0,0.0
6.496,0.06122,0.2087,0.836,0.9995,0.6855,100.3,337.8,0.0
14.92,0.481,0.2198,0.5317,1.0,-0.1683,1263.0,386.5,0.0
2.432,0.0985,0.791,0.674,0.9995,-0.435,417.2,822.5,0.0
80.2,0.10406,0.4766,0.2344,0.999,0.6753,108.5,181.1,0.0
50.3,0.7856,0.895,0.4944,1.0,0.959,1230.0,9.01,0.0
4.254,0.1498,0.778,0.7197,1.0,-0.04123,274.2,1528.0,0.0
8.04,0.7793,0.279,0.728,0.9995,-0.8237,135.1,11.94,0.0
11.266,0.623,0.855,0.95,1.0,-0.5337,1148.0,269.0,0.0
35.62,0.8564,0.6426,0.5176,1.0,-0.02728,1799.0,801.0,0.0
10000.0,0.9473,0.3296,0.03775,0.999,-0.3877,398.2,193.5,0.0
3.145,0.1459,0.699,0.738,1.0,-0.554,210.1,1258.0,0.0
1.421,0.07916,0.727,0.664,0.999,-0.6226,1100.0,7.78,0.0
49.62,0.4504,0.472,0.3352,0.9995,-0.1788,1359.0,890.5,0.0
71.06,0.8433,0.528,0.3735,0.9995,0.8994,682.0,796.5,0.0
7.637,0.2522,0.9287,0.8003,0.9995,0.2393,384.5,1007.0,0.0
25.28,0.713,0.8384,0.6567,0.999,0.686,1347.0,1762.0,0.0
17.2,0.574,0.4023,0.55,0.999,-0.483,807.5,1277.0,0.0
10000.0,0.3752,0.9697,0.03043,0.999,-0.8496,1078.0,764.0,0.0
19.0,0.8257,0.608,0.883,0.9995,0.972,337.8,1358.0,0.0
0.501,0.122,0.406,0.8525,0.9995,-0.9287,955.0,457.2,0.0
1.3125,0.1138,0.9097,0.8945,0.9995,-0.492,388.5,1381.0,0.0
44.1,0.255,0.2263,0.2886,1.0,-0.7686,4.754,1404.0,0.0
84.4,0.7637,0.962,0.342,0.9995,0.1953,972.5,1520.0,0.0
23.52,0.7686,0.6763,0.6953,1.0,0.956,367.0,1412.0,0.0
10000.0,0.8145,0.988,0.2866,1.0,-0.52,962.0,1440.0,0.0
2.713,0.0949,0.9297,0.6167,1.0,-0.7803,1795.0,523.0,0.0
6.273,0.767,0.2203,0.944,0.9995,0.1256,883.0,869.0,0.0
14.51,0.12036,0.4097,0.5293,0.999,0.895,1148.0,314.5,0.0
10000.0,0.1544,0.6523,0.161,0.999,0.669,1821.0,961.5,0.0
9.47,0.464,0.593,0.7485,0.999,-0.1786,990.5,114.94,0.0
55.03,0.36,0.3652,0.3196,0.9995,0.752,585.5,1736.0,0.0
48.03,0.547,0.2225,0.3164,0.999,-0.949,954.0,422.2,0.0
49.4,0.7236,0.776,0.451,0.999,0.514,1638.0,1496.0,0.0
19.53,0.771,0.3523,0.561,0.9995,-0.345,297.2,688.5,0.0
8.12,0.2932,0.1548,0.576,1.0,0.02054,61.7,1756.0,0.0
10.51,0.5522,0.5386,0.7886,0.9995,0.2173,174.2,690.0,0.0
71.2,0.0655,0.4292,0.2256,1.0,0.05115,1800.0,1035.0,0.0
4.227,0.321,0.2751,0.715,0.9995,-0.8237,723.0,1680.0,0.0
27.03,0.7515,0.3806,0.4944,1.0,-0.5635,632.5,777.0,0.0
3.865,0.2275,0.7554,0.8545,0.9995,-0.7695,1179.0,1943.0,0.0
10000.0,0.3098,0.2263,0.03415,0.9995,-0.9297,1060.0,1265.0,0.0
0.04572,0.03915,0.504,0.6465,1.0,-0.5425,444.8,810.5,0.0
0.1085,0.0858,0.1077,0.693,0.999,-0.8623,1195.0,722.5,0.0
18.14,0.6323,0.685,0.617,1.0,-0.549,994.0,1551.0,0.0
10.46,0.284,0.614,0.8013,0.9995,0.659,1900.0,1735.0,0.0
63.3,0.883,0.653,0.3914,0.999,-0.1252,436.2,898.5,0.0
24.44,0.2866,0.532,0.4878,1.0,0.847,1472.0,1518.0,0.0
10000.0,0.443,0.3438,0.0655,1.0,0.3713,1280.0,471.0,0.0
10000.0,0.5493,0.314,0.03787,0.999,0.1282,478.0,865.0,0.0
40.2,0.2214,0.10803,0.2922,0.9995,-0.2311,47.12,524.0,0.0
10000.0,0.963,0.703,0.10516,1.0,0.1987,195.6,1333.0,0.0
5.418,0.52,0.3542,0.922,0.999,0.08496,1142.0,1537.0,0.0
63.38,0.772,0.633,0.3892,0.999,0.608,374.8,1512.0,0.0
8.8,0.0364,0.3333,0.3953,0.999,0.4868,1478.0,791.5,0.0
27.2,0.3113,0.1033,0.334,0.999,-0.6523,520.0,1553.0,0.0
92.4,0.7915,0.6665,0.2874,0.999,-0.4817,668.5,1629.0,0.0
10000.0,0.3105,0.567,0.131,0.9995,-0.4685,751.5,1034.0,0.0
6.75,0.663,0.2927,0.8384,0.999,0.0247,1323.0,1831.0,0.0
42.66,0.7163,0.9087,0.4993,0.9995,0.4036,136.5,1751.0,0.0
6.836,0.05737,0.87,0.7637,0.9995,0.6865,1583.0,1505.0,0.0
3.41,0.279,0.1401,0.594,0.9995,-0.9907,1337.0,1544.0,0.0
19.23,0.977,0.58,0.7334,0.999,0.0007358,933.5,1283.0,0.0
6.094,0.5083,0.4836,0.88,1.0,-0.715,1647.0,851.0,0.0
10000.0,0.07733,0.3892,0.1692,1.0,0.2576,1243.0,26.56,0.0
12.01,0.2502,0.837,0.5522,0.9995,-0.4946,1519.0,1187.0,0.0
10000.0,0.03635,0.3828,0.1404,0.999,0.3774,735.0,491.0,0.0
10000.0,0.1823,0.6914,0.036,1.0,0.7964,40.2,1772.0,0.0
31.2,0.03656,0.961,0.279,0.9995,0.434,1259.0,1899.0,0.0
57.44,0.672,0.9536,0.421,1.0,0.4739,1888.0,177.0,0.0
10000.0,0.1155,0.569,0.01223,0.9995,-0.6216,1032.0,1175.0,0.0
10000.0,0.12225,0.3857,0.09735,0.999,-0.0839,244.5,97.5,0.0
10000.0,0.9644,0.132,0.01816,0.9995,-0.6436,912.5,419.0,0.0
29.84,0.733,0.1602,0.5073,0.9995,0.791,1304.0,223.6,0.0
51.78,0.563,0.6587,0.3801,1.0,0.1947,646.0,603.0,0.0
4.176,0.2637,0.384,0.7905,0.9995,-0.1365,657.5,1759.0,0.0
6.39,0.2395,0.6523,0.659,0.999,-0.948,445.0,1970.0,0.0
67.44,0.383,0.1062,0.277,0.999,0.7085,306.8,627.0,0.0
10000.0,0.97,0.3354,0.2378,0.9995,-0.793,938.5,1465.0,0.0
45.53,0.624,0.8726,0.4485,0.999,0.2935,1033.0,1622.0,0.0
12.805,0.1798,0.825,0.4658,0.9995,-0.5103,1600.0,472.8,0.0
25.8,0.401,0.583,0.4634,0.9995,0.0612,758.5,438.2,0.0
10.72,0.616,0.743,0.8936,0.9995,-0.3823,1778.0,108.4,0.0
59.25,0.592,0.627,0.3604,0.9995,0.318,509.5,531.5,0.0
13.18,0.4,0.7275,0.94,1.0,0.9707,1558.0,86.94,0.0
21.08,0.2268,0.782,0.431,0.9995,0.01224,336.5,90.25,0.0
56.5,0.8257,0.4958,0.3694,0.999,-0.9536,27.89,650.0,0.0
10000.0,0.05594,0.5664,0.1089,0.9995,0.08636,970.0,499.0,0.0
10000.0,0.602,0.6416,0.11334,1.0,0.3623,383.2,1133.0,0.0
34.4,0.9326,0.905,0.6016,0.9995,-0.3484,592.5,1179.0,0.0
20.61,0.5986,0.4211,0.648,1.0,0.9624,1623.0,762.0,0.0
22.22,0.8975,0.1776,0.556,0.9995,0.2343,1677.0,889.5,0.0
10000.0,0.893,0.8633,0.2769,0.999,0.3943,1535.0,1901.0,0.0
15.79,0.4424,0.2969,0.709,0.9995,0.9766,387.8,415.5,0.0
12.85,0.6724,0.8516,0.9624,0.999,0.1686,1212.0,382.2,0.0
14.25,0.7505,0.3706,0.737,0.999,0.5347,1652.0,225.2,0.0
0.2651,0.063,0.654,0.7227,0.9995,-0.9355,18.8,1938.0,0.0
26.61,0.641,0.924,0.626,1.0,0.663,796.5,1563.0,0.0
5.09,0.4475,0.3315,0.7793,0.9995,-0.877,1310.0,1893.0,0.0
23.53,0.9624,0.9844,0.9214,0.9995,0.282,223.4,867.5,0.0
5.676,0.4053,0.4927,0.829,1.0,-0.7686,1720.0,1144.0,0.0
9.15,0.0965,0.4902,0.7,0.9995,0.7783,1423.0,1503.0,0.0
38.75,0.708,0.3662,0.416,0.999,-0.4976,1721.0,1745.0,0.0
21.3,0.988,0.8896,0.909,0.9995,-0.4106,223.8,459.2,0.0
10000.0,0.7856,0.3154,0.1339,0.9995,0.978,293.2,1422.0,0.0
0.1818,0.10516,0.477,0.9062,1.0,-0.949,1018.0,1768.0,0.0
10000.0,0.718,0.6636,0.16,1.0,-0.8516,1478.0,297.2,0.0
13.664,0.3354,0.7505,0.856,0.999,0.9717,1458.0,87.06,0.0
51.5,0.346,0.907,0.3152,0.9995,-0.7197,1744.0,1250.0,0.0
10.49,0.514,0.3396,0.8145,0.9995,0.57,805.5,1627.0,0.0
10000.0,0.994,0.6636,0.2798,1.0,-0.4153,959.0,436.8,0.0
10000.0,0.858,0.3813,0.1984,0.9995,-0.736,1484.0,1221.0,0.0
10000.0,0.1877,0.5283,0.1182,0.9995,0.8447,1825.0,1590.0,0.0
7.145,0.4678,0.5977,0.843,0.999,-0.9907,1101.0,610.5,0.0
13.016,0.6523,0.638,0.871,0.9995,0.4893,814.0,339.5,0.0
7.184,0.8027,0.1943,0.9414,0.999,0.2477,1748.0,448.0,0.0
56.94,0.825,0.833,0.4226,1.0,-0.586,1851.0,1196.0,0.0
44.78,0.755,0.522,0.4424,0.9995,0.303,117.6,276.2,0.0
18.86,0.851,0.5693,0.6914,0.9995,0.2264,1576.0,1258.0,0.0
10000.0,0.2803,0.274,0.0891,0.9995,0.5063,266.2,637.0,0.0
10000.0,0.9316,0.7354,0.1678,0.9995,0.718,386.0,1745.0,0.0
13.69,0.435,0.3335,0.7173,0.999,0.7617,757.0,1534.0,0.0
1.893,0.0993,0.4062,0.6,1.0,-0.7676,414.2,1158.0,0.0
10000.0,0.4707,0.3413,0.0797,0.999,0.4465,152.9,989.0,0.0
30.25,0.8037,0.2722,0.4614,1.0,-0.5884,1134.0,1335.0,0.0
19.08,0.794,0.894,0.8105,0.9995,-0.3801,243.8,1808.0,0.0
10000.0,0.6177,0.928,0.2256,0.999,0.4053,609.5,1475.0,0.0
10000.0,0.6157,0.3123,0.0694,0.999,0.9165,1850.0,871.5,0.0
4.336,0.551,0.1968,0.755,0.999,-0.747,285.0,864.0,0.0
10000.0,0.983,0.1353,0.2443,0.9995,0.09424,793.5,13.11,0.0
10000.0,0.75,0.9663,0.01843,0.9995,0.0996,1390.0,285.5,0.0
9.414,0.842,0.265,0.805,0.9995,0.1183,891.0,1063.0,0.0
19.6,0.672,0.924,0.82,0.9995,0.731,488.0,659.5,0.0
78.0,0.575,0.441,0.2761,0.9995,-0.3782,1507.0,1587.0,0.0
10000.0,0.8447,0.9697,0.251,0.999,-0.975,1352.0,1724.0,0.0
14.33,0.861,0.3809,0.9395,1.0,0.7583,911.5,242.8,0.0
10000.0,0.4485,0.2512,0.0781,0.9995,-0.679,382.5,1143.0,0.0
10.87,0.834,0.4287,0.9194,0.9995,0.213,692.0,517.5,0.0
13.5,0.4119,0.5947,0.6357,0.9995,0.2007,91.0,1890.0,0.0
0.3374,0.03503,0.259,0.926,0.999,-0.2411,1089.0,103.06,0.0
10000.0,0.319,0.668,0.04352,0.9995,0.2135,251.6,1343.0,0.0
75.44,0.3735,0.4214,0.2559,1.0,-0.672,921.0,1763.0,0.0
6.36,0.02597,0.2754,0.8354,0.999,0.724,425.5,108.94,0.0
10000.0,0.5806,0.717,0.2112,1.0,0.904,538.0,1508.0,0.0
7.086,0.2874,0.9487,0.826,1.0,-0.05536,102.44,1111.0,0.0
5.484,0.1237,0.6816,0.548,1.0,-0.3728,394.5,696.0,0.0
34.28,0.821,0.5786,0.537,0.9995,0.542,1245.0,1304.0,0.0
10000.0,0.322,0.1467,0.0343,0.9995,-0.765,1712.0,171.4,0.0
66.06,0.7856,0.534,0.358,0.9995,0.141,1681.0,1242.0,0.0
1.323,0.04892,0.8706,0.901,1.0,0.2141,601.0,1773.0,0.0
10000.0,0.4082,0.1779,0.02206,0.9995,-0.11896,1848.0,423.5,0.0
55.78,0.6475,0.5615,0.3787,1.0,0.3347,296.0,1609.0,0.0
10000.0,0.8916,0.2913,0.2169,0.999,0.7773,1384.0,724.0,0.0
13.305,0.3557,0.826,0.6426,0.9995,0.1586,181.0,1130.0,0.0
3.32,0.2524,0.1923,0.894,1.0,0.2034,1642.0,693.0,0.0
53.88,0.665,0.947,0.4253,0.9995,0.2029,1275.0,903.0,0.0
7.043,0.603,0.3967,0.812,0.999,-0.7754,180.1,802.0,0.0
21.64,0.508,0.7524,0.5854,0.9995,0.3794,347.2,340.8,0.0
10000.0,0.221,0.7783,0.1043,1.0,0.48,839.5,689.0,0.0
9.15,0.283,0.515,0.5996,0.9995,-0.3616,1888.0,662.5,1.0
14.44,0.3293,0.7036,0.5483,0.9995,-0.4841,455.2,1294.0,2.0
4.953,0.10077,0.672,0.551,0.9995,-0.02438,146.9,326.2,3.0
10000.0,0.02443,0.3486,0.06073,0.9995,0.2239,1629.0,505.8,4.0
4.242,0.0646,0.8823,0.5186,0.9995,0.09686,160.2,348.0,5.0
10.2,0.3333,0.6147,0.6265,0.9995,-0.358,442.2,950.0,6.0
10.39,0.3123,0.7363,0.648,1.0,-0.0403,538.5,768.5,7.0
19.02,0.5103,0.7324,0.5923,0.9995,0.0861,372.2,1267.0,8.0
4.43,0.3945,0.3652,0.8276,1.0,-0.7036,434.8,761.5,9.0
3.152,0.2935,0.294,0.805,0.9995,-0.5713,384.2,719.5,10.0
4.49,0.3035,0.3457,0.7573,0.9995,-0.4768,591.5,8.7,11.0
7.168,0.2908,0.4958,0.6724,0.9995,-0.3423,1186.0,636.0,12.0
11.65,0.8027,0.1403,0.771,1.0,0.6426,634.5,933.0,13.0
10.33,0.4292,0.4614,0.6343,0.9995,-0.4285,887.0,846.5,14.0
10000.0,0.197,0.2915,0.09546,0.9995,-0.947,1328.0,85.6,15.0
3.838,0.4492,0.169,0.7305,0.999,-0.6284,499.8,1222.0,1.0
14.17,0.508,0.8843,0.728,0.9995,0.01564,265.5,712.5,2.0
8.95,0.3381,0.7417,0.688,0.999,-0.86,1670.0,998.5,3.0
33.12,0.9375,0.67,0.5703,0.999,0.2145,828.5,431.2,4.0
21.92,0.67,0.441,0.5605,0.9995,0.1415,924.5,641.0,5.0
12.38,0.3909,0.6367,0.628,0.9995,-0.03204,504.8,754.0,6.0
0.61,0.03195,0.1559,0.732,0.9995,0.1472,264.5,1164.0,7.0
0.3271,0.1013,0.2595,0.758,0.9995,-0.7334,1231.0,1521.0,8.0
9.69,0.9478,0.1815,0.661,1.0,-0.853,790.5,660.0,9.0
15.95,0.8594,0.1042,0.5835,0.9995,0.2612,323.2,1919.0,10.0
19.39,0.9097,0.822,0.8975,0.999,0.2559,686.5,1146.0,11.0
8.33,0.5522,0.3057,0.668,0.9995,-0.6465,778.5,967.0,12.0
6.535,0.3623,0.327,0.6743,0.9995,-0.5264,689.0,1137.0,13.0
0.3557,0.0643,0.7817,0.858,0.999,-0.2081,943.0,1298.0,14.0
6.21,0.2576,0.5894,0.6934,0.9995,-0.6587,1183.0,1162.0,15.0
0.2861,0.02255,0.9243,0.7954,0.9995,-0.5537,1316.0,1979.0,1.0
23.28,0.9365,0.856,0.758,0.999,-0.782,377.0,729.5,2.0
99.56,0.795,0.8354,0.2927,1.0,0.002735,1810.0,270.5,3.0
11.28,0.614,0.8286,0.9097,0.9995,-0.812,556.5,1338.0,4.0
24.56,0.998,0.9653,0.883,0.9995,0.05862,1266.0,702.5,5.0
17.98,0.8667,0.936,0.9604,1.0,-0.4246,68.2,307.2,6.0
6.29,0.3452,0.921,0.987,0.999,0.12225,984.0,994.5,7.0
14.39,0.6875,0.802,0.83,0.9995,-0.1322,1191.0,752.0,8.0
10.23,0.4097,0.615,0.6943,0.9995,-0.0988,1449.0,923.5,9.0
8.85,0.4414,0.6904,0.809,0.9995,-0.132,1263.0,832.5,10.0
32.6,0.6045,0.4558,0.4553,1.0,-0.0396,1251.0,806.0,11.0
