like1,parKperc,parKb,parKe,parCqq,parBias,chain
0.0925,0.6304,0.7646,0.4148,0.9766,-0.2472,0.0
0.0644,0.7485,0.06207,0.7515,0.671,0.0777,0.0
-0.03137,0.12024,0.4602,0.7285,0.993,-0.1549,0.0
-0.09186,0.5166,0.511,0.7617,0.8794,0.08203,0.0
0.1577,0.5903,0.9756,0.3333,0.4563,0.00708,0.0
0.3257,0.748,0.9707,0.5703,0.9023,0.1857,0.0
-0.1153,0.2415,0.32,0.8213,0.743,0.451,0.0
-0.0901,0.2273,0.2683,0.9897,0.773,-0.0419,0.0
-0.0327,0.3274,0.1385,0.718,0.697,-0.2053,0.0
-0.1145,0.7485,0.317,0.284,0.7783,-0.2651,0.0
-0.1503,0.337,0.4204,0.788,0.54,-0.1853,0.0
0.2585,0.7476,0.873,0.3054,0.553,-0.034,0.0
0.3044,0.98,0.716,0.789,0.9575,-0.1642,0.0
-0.0941,0.3242,0.2036,0.9165,0.525,-0.1554,0.0
0.0751,0.5146,0.965,0.282,0.729,0.1804,0.0
0.010666,0.827,0.4922,0.3862,0.2996,-0.0921,0.0
0.1924,0.02466,0.8193,0.3342,0.3164,0.466,0.0
-0.01997,0.3948,0.11847,0.7397,0.10846,-0.4832,0.0
0.01859,0.601,0.6675,0.302,0.9814,-0.003704,0.0
0.4768,0.859,0.9697,0.2993,0.2686,-0.3115,0.0
-0.0583,0.4795,0.139,0.3403,0.4094,0.05554,0.0
0.00127,0.7065,0.09265,0.6445,0.3918,-0.1768,0.0
0.1206,0.2847,0.0564,0.663,0.4006,-0.3184,0.0
0.274,0.03023,0.0436,0.9688,0.1935,0.3474,0.0
0.1953,0.0988,0.0834,0.737,0.1909,0.2252,0.0
-0.0802,0.6987,0.1495,0.7725,0.52,-0.1434,0.0
0.03165,0.4695,0.9473,0.9355,0.5796,-0.1663,0.0
0.2023,0.819,0.7188,0.981,0.1187,-0.2732,0.0
-0.1287,0.679,0.3008,0.645,0.621,-0.09644,0.0
-0.00328,0.3293,0.1163,0.7964,0.1236,0.1572,0.0
0.1937,0.6626,0.881,0.9263,0.2908,-0.4705,0.0
0.041,0.0804,0.1422,0.2825,0.8433,0.09314,0.0
-0.01551,0.6133,0.5933,0.2238,0.7734,0.3289,0.0
0.013336,0.437,0.9873,0.9985,0.8286,-0.1539,0.0
-0.0958,0.4163,0.6265,0.3564,0.3494,-0.3176,0.0
-0.0761,0.1462,0.7026,0.2025,0.5747,-0.09924,0.0
0.2274,0.7026,0.8857,0.5303,0.4077,-0.1606,0.0
-0.07,0.221,0.2358,0.649,0.4375,0.1322,0.0
0.0906,0.5513,0.906,0.3164,0.986,-0.1142,0.0
0.0792,0.6157,0.05713,0.2147,0.994,-0.02837,0.0
-0.05005,0.3643,0.9824,0.867,0.146,0.03038,0.0
-0.0669,0.61,0.488,0.396,0.7954,-0.203,0.0
-0.1313,0.6865,0.2778,0.8286,0.82,-0.3403,0.0
-0.136,0.2542,0.4087,0.562,0.4753,0.11847,0.0
-0.06696,0.9863,0.338,0.6284,0.6562,-0.2444,0.0
-0.1142,0.2908,0.2583,0.7246,0.5977,0.3723,0.0
-0.0004542,0.3403,0.11273,0.59,0.1461,0.3801,0.0
0.0855,0.814,0.598,0.718,0.834,0.3833,0.0
-0.1202,0.3,0.751,0.2517,0.2169,0.214,0.0
-0.04788,0.2045,0.2167,0.8174,0.1699,0.4766,0.0
-0.08246,0.3577,0.8306,0.9644,0.407,-0.1741,0.0
0.09344,0.591,0.831,0.946,0.432,0.0186,0.0
-0.1241,0.7407,0.2195,0.924,0.718,-0.2063,0.0
-0.123,0.2147,0.4658,0.556,0.4343,-0.04166,0.0
-0.09143,0.9785,0.1698,0.4426,0.4033,0.1934,0.0
-0.0692,0.8257,0.1401,0.413,0.4446,0.3113,0.0
-0.0977,0.6035,0.1702,0.2206,0.1351,-0.1656,0.0
0.3386,0.1971,0.01875,0.7383,0.6914,0.3025,0.0
0.01011,0.4377,0.98,0.2122,0.591,-0.0637,0.0
-0.000866,0.0519,0.5586,0.9297,0.599,0.10754,0.0
0.181,0.653,0.903,0.789,0.4014,0.332,0.0
0.07666,0.6167,0.05804,0.871,0.3813,0.1931,0.0
0.01339,0.923,0.4614,0.8857,0.952,0.2744,0.0
-0.1401,0.5723,0.2932,0.2308,0.818,0.1729,0.0
-0.122,0.2615,0.806,0.2625,0.646,0.3132,0.0
-0.06995,0.1406,0.69,0.2162,0.146,-0.3967,0.0
-0.0887,0.3545,0.1875,0.4207,0.1202,0.126,0.0
-0.02837,0.06335,0.5273,0.2014,0.8267,0.02197,0.0
0.0694,0.3445,0.0728,0.731,0.2498,0.4407,0.0
-0.01799,0.10095,0.714,0.649,0.5737,0.00796,0.0
0.05896,0.882,0.528,0.452,0.446,0.02325,0.0
0.3704,0.829,0.9126,0.4492,0.7983,0.1123,0.0
0.531,0.8823,0.9917,0.71,0.406,-0.1765,0.0
0.04407,0.08777,0.1921,0.694,0.565,-0.2725,0.0
-0.0869,0.6353,0.4355,0.5063,0.704,0.3289,0.0
-0.1168,0.1986,0.5425,0.2698,0.507,-0.1516,0.0
0.1924,0.661,0.8945,0.852,0.9834,-0.0943,0.0
-0.02995,0.5063,0.6943,0.2198,0.702,0.3574,0.0
-0.1035,0.294,0.894,0.3528,0.1626,-0.4316,0.0
-0.0004742,0.621,0.607,0.6426,0.8545,-0.1049,0.0
