like1,parKperc,parKb,parKe,parCqq,parBias,parS_init,parG_init,chain
66.75,0.5225,0.848,0.6206,0.9995,-0.9326,1132.0,1575.0,0.0
82.2,0.5566,0.8374,0.5957,0.999,0.08093,247.2,674.0,0.0
31.0,0.658,0.11206,0.698,1.0,-0.461,1137.0,468.5,0.0
10000.0,0.3572,0.8984,0.1686,0.9995,0.8477,917.0,1696.0,0.0
10000.0,0.6416,0.5537,0.10657,0.9995,-0.4094,1.968,1910.0,0.0
10000.0,0.967,0.666,0.62,0.999,-0.03958,169.5,268.2,0.0
10000.0,0.1622,0.2886,0.08124,0.9995,-0.682,614.5,1542.0,0.0
33.4,0.0752,0.503,0.9688,1.0,0.8354,1260.0,1162.0,0.0
17.86,0.463,0.466,0.983,0.999,-0.627,963.5,1510.0,0.0
10000.0,0.4368,0.148,0.2441,0.9995,0.7935,1737.0,203.8,0.0
10000.0,0.6406,0.8794,0.0384,0.9995,-0.5117,543.5,979.0,0.0
10000.0,0.9673,0.784,0.562,1.0,0.2979,349.0,166.9,0.0
10000.0,0.6387,0.32,0.1384,0.999,0.2213,1316.0,907.5,0.0
31.88,0.2472,0.5503,0.587,0.9995,-0.6245,835.0,1717.0,0.0
64.8,0.6587,0.3303,0.7534,0.9995,0.8057,1019.5,1242.0,0.0
10000.0,0.4812,0.783,0.09705,0.9995,0.5874,1815.0,141.2,0.0
10000.0,0.2952,0.366,0.1197,0.999,-0.989,741.0,967.5,0.0
44.78,0.1104,0.5054,0.689,0.9995,0.9673,1110.0,1872.0,0.0
10000.0,0.2472,0.5386,0.1991,0.999,-0.699,1538.0,932.5,0.0
10000.0,0.6577,0.1678,0.1605,0.9995,0.6875,1390.0,534.5,0.0
19.58,0.177,0.9194,0.8,0.9995,0.1898,1083.0,1155.0,0.0
10000.0,0.2113,0.768,0.361,0.9995,0.7847,160.9,308.8,0.0
10000.0,0.889,0.3062,0.01186,1.0,-0.10974,61.72,508.0,0.0
52.38,0.8403,0.57,0.828,0.9995,-0.363,1620.0,48.38,0.0
10000.0,0.744,0.3445,0.4536,0.9995,-0.3418,1240.0,647.5,0.0
10000.0,0.193,0.3374,0.2139,0.9995,-0.11096,1778.0,56.06,0.0
10000.0,0.4622,0.3818,0.3752,0.999,-0.826,67.9,1263.0,0.0
73.94,0.897,0.5312,0.7046,0.9995,-0.3408,1752.0,721.5,0.0
10000.0,0.4238,0.638,0.2988,0.9995,-0.2062,1754.0,1010.5,0.0
44.62,0.819,0.3247,0.8193,0.9995,0.05188,1292.0,1807.0,0.0
10000.0,0.293,0.9546,0.3706,0.9995,-0.453,1374.0,1774.0,0.0
71.75,0.11597,0.533,0.3655,1.0,0.161,817.0,1740.0,0.0
10000.0,0.618,0.9727,0.0459,0.9995,-0.778,2.639,866.5,0.0
14.27,0.247,0.2297,0.895,1.0,0.1887,438.0,88.5,0.0
10000.0,0.9263,0.3743,0.478,0.9995,-0.782,1424.0,922.0,0.0
10000.0,0.9883,0.711,0.0465,0.999,0.3706,1577.0,1380.0,0.0
10000.0,0.3613,0.452,0.2393,0.999,-0.557,388.5,1009.0,0.0
43.4,0.3123,0.518,0.9214,1.0,0.915,1108.0,1730.0,0.0
42.9,0.037,0.8247,0.5376,1.0,0.989,682.0,974.5,0.0
10000.0,0.7114,0.164,0.3188,0.9995,-0.7515,1176.0,299.0,0.0
84.3,0.9116,0.968,0.837,0.999,-0.4985,458.5,922.5,0.0
10000.0,0.699,0.7324,0.5146,0.999,-0.5977,1154.0,1063.0,0.0
86.8,0.299,0.4944,0.4026,0.999,-0.9277,1367.0,278.5,0.0
19.47,0.01031,0.4905,0.7144,0.9995,0.515,907.5,1867.0,0.0
10000.0,0.0431,0.9336,0.1976,0.9995,-0.211,1887.0,66.4,0.0
58.6,0.2852,0.257,0.4414,0.9995,-0.614,1672.0,167.9,0.0
31.83,0.764,0.271,0.8745,0.9995,-0.07776,1558.0,1093.0,0.0
10000.0,0.674,0.776,0.07623,1.0,-0.517,1298.0,870.5,0.0
56.5,0.0917,0.1705,0.314,0.9995,-0.5303,90.94,833.5,0.0
10000.0,0.9434,0.6216,0.4456,0.9995,-0.475,627.0,328.0,0.0
62.2,0.4656,0.827,0.633,1.0,0.00711,1223.0,474.8,0.0
10000.0,0.933,0.697,0.2593,0.9995,0.955,542.0,117.4,0.0
51.6,0.325,0.7935,0.5474,1.0,-1.0,805.5,739.5,0.0
1.519,0.3508,0.1603,0.9863,0.9995,-0.998,379.2,197.5,0.0
10000.0,0.959,0.514,0.5376,0.999,0.3435,1005.0,201.2,0.0
11.22,0.12463,0.279,0.816,1.0,0.1825,739.5,73.2,0.0
10000.0,0.596,0.4688,0.4307,0.9995,-0.529,1497.0,412.2,0.0
10000.0,0.6885,0.252,0.411,0.9995,-0.475,903.0,760.5,0.0
46.88,0.2244,0.3298,0.6143,0.9995,0.6387,1611.0,228.1,0.0
10000.0,0.7407,0.4783,0.2097,0.9995,-0.1525,1842.0,1252.0,0.0
74.56,0.649,0.7466,0.681,0.9995,0.3853,1248.0,79.44,0.0
10000.0,0.9204,0.395,0.2825,0.999,-0.3484,1598.0,468.2,0.0
55.5,0.2627,0.5806,0.4893,1.0,-0.1963,112.06,630.0,0.0
26.98,0.63,0.3455,0.832,0.999,-0.699,1738.0,1215.0,0.0
10000.0,0.010216,0.4458,0.01146,0.999,-0.8994,117.3,1583.0,0.0
10000.0,0.521,0.835,0.4487,1.0,0.168,229.4,1092.0,0.0
10000.0,0.4497,0.65,0.1885,1.0,0.432,1526.0,458.0,0.0
10000.0,0.5483,0.3179,0.358,1.0,0.591,1441.0,1673.0,0.0
59.7,0.262,0.9976,0.637,0.999,0.795,710.0,1404.0,0.0
77.3,0.3994,0.1829,0.4329,0.9995,-0.2373,1365.0,1699.0,0.0
26.62,0.2773,0.3616,0.8613,0.9995,0.4644,1144.0,1572.0,0.0
97.25,0.6187,0.1289,0.5317,1.0,0.96,1885.0,1113.0,0.0
10000.0,0.546,0.7646,0.08966,0.9995,0.2815,1604.0,641.0,0.0
10000.0,0.383,0.1907,0.1611,0.9995,0.1609,802.5,416.5,0.0
22.53,0.64,0.3052,0.994,1.0,-0.1775,1654.0,440.8,0.0
72.75,0.9697,0.188,0.785,0.999,0.7437,1283.0,1405.0,0.0
40.25,0.186,0.694,0.4954,0.9995,-0.4365,1303.0,1146.0,0.0
10000.0,0.7104,0.561,0.396,0.9995,-0.08124,694.5,187.5,0.0
10000.0,0.6987,0.8057,0.574,0.9995,-0.2124,372.0,1561.0,0.0
18.75,0.3015,0.431,0.7886,0.9995,-0.1805,1891.0,1885.0,0.0
10000.0,0.3564,0.6055,0.382,0.9995,0.7,908.0,314.0,0.0
33.34,0.5713,0.2014,0.696,1.0,-0.407,1605.0,608.0,0.0
41.3,0.7305,0.4849,0.921,0.999,0.2311,149.4,1722.0,0.0
10000.0,0.58,0.8403,0.4224,0.999,0.1748,1670.0,392.5,0.0
10000.0,0.5386,0.3682,0.0895,1.0,-0.803,1593.0,254.0,0.0
