like1,parKperc,parKb,parKe,parCqq,parBias,chain
0.04517,0.734,0.4272,0.597,0.873,-0.3518,0.0
0.02914,0.7627,0.3904,0.8774,0.1702,-0.06116,0.0
0.05234,0.793,0.4321,0.863,0.6523,-0.3838,0.0
0.1032,0.01814,0.425,0.4612,0.561,-0.01956,0.0
0.09656,0.7197,0.5405,0.2095,0.686,0.06097,0.0
0.3884,0.3157,0.04245,0.5913,0.2343,0.3071,0.0
0.2303,0.618,0.0784,0.4219,0.711,-0.1249,0.0
0.1431,0.8394,0.54,0.3809,0.8315,-0.305,0.0
0.2366,0.523,0.0849,0.6504,0.773,-0.3857,0.0
0.3237,0.7363,0.8115,0.5903,0.3394,-0.2634,0.0
0.03302,0.7485,0.2566,0.9375,0.9077,-0.255,0.0
0.1663,0.10693,0.6226,0.5483,0.6533,0.41,0.0
0.2317,0.35,0.11554,0.634,0.1842,-0.2986,0.0
0.0212,0.9214,0.2167,0.629,0.1512,-0.4211,0.0
0.2573,0.9043,0.6284,0.3608,0.2142,-0.08496,0.0
0.09357,0.928,0.127,0.5938,0.3254,0.4639,0.0
0.09503,0.0337,0.7505,0.4775,0.611,0.2852,0.0
0.01286,0.8438,0.3474,0.775,0.11804,0.2141,0.0
0.03503,0.4048,0.652,0.305,0.757,0.02023,0.0
0.2056,0.5874,0.919,0.508,0.6113,0.263,0.0
0.03467,0.4102,0.625,0.599,0.6836,0.273,0.0
0.02184,0.772,0.2751,0.79,0.4412,0.1827,0.0
0.1987,0.7227,0.6855,0.2162,0.936,0.1289,0.0
0.1423,0.577,0.147,0.677,0.348,0.282,0.0
0.1371,0.3079,0.341,0.4502,0.4436,0.2727,0.0
0.38,0.4614,0.03546,0.53,0.2256,-0.4038,0.0
0.04977,0.711,0.4573,0.3223,0.9766,0.1163,0.0
0.2405,0.1043,0.2357,0.9917,0.664,0.1244,0.0
0.02849,0.75,0.3853,0.9824,0.4976,-0.1237,0.0
0.3364,0.93,0.0114,0.516,0.3606,0.2769,0.0
0.2296,0.8926,0.616,0.2512,0.5967,0.1544,0.0
0.1617,0.577,0.1271,0.674,0.946,-0.4062,0.0
0.267,0.641,0.905,0.2888,0.262,0.0476,0.0
0.01151,0.89,0.2507,0.7397,0.2546,-0.02924,0.0
0.04364,0.502,0.528,0.8438,0.2268,0.2288,0.0
0.3267,0.409,0.05762,0.8047,0.97,0.248,0.0
0.4949,0.923,0.8047,0.6035,0.693,-0.212,0.0
0.05414,0.9077,0.4224,0.3706,0.8374,-0.1072,0.0
0.00873,0.3225,0.912,0.634,0.2483,-0.3005,0.0
0.2944,0.2063,0.0941,0.8965,0.975,-0.3362,0.0
0.5537,0.945,0.8174,0.2976,0.1315,-0.4219,0.0
0.288,0.2795,0.0864,0.2769,0.957,-0.269,0.0
0.02676,0.2091,0.902,0.4868,0.949,-0.02574,0.0
0.3723,0.7905,0.8237,0.2976,0.3572,0.0398,0.0
0.2092,0.09814,0.4414,0.3733,0.1431,-0.305,0.0
0.3472,0.69,0.03284,0.6094,0.187,0.03473,0.0
0.1384,0.712,0.618,0.9224,0.1321,0.306,0.0
0.0857,0.03656,0.368,0.9697,0.628,0.4077,0.0
0.2167,0.2312,0.1833,0.3442,0.5645,-0.2139,0.0
0.1016,0.1742,0.648,0.2303,0.8604,0.3108,0.0
0.04962,0.538,0.5127,0.2415,0.445,-0.1234,0.0
0.11676,0.1271,0.779,0.8555,0.1965,-0.1735,0.0
0.0874,0.621,0.2074,0.4387,0.992,-0.2654,0.0
0.06226,0.6216,0.2566,0.6797,0.3186,0.05215,0.0
0.08673,0.4565,0.931,0.322,0.1425,-0.2192,0.0
0.0482,0.8184,0.437,0.7847,0.621,0.2751,0.0
0.2037,0.1214,0.4373,0.823,0.603,-0.408,0.0
0.179,0.501,0.1296,0.775,0.9414,-0.1153,0.0
