like1,parKperc,parKb,parKe,parCqq,parBias,chain
-0.1081,0.6284,0.745,0.2078,0.646,-0.1393,0.0
-0.1782,0.1186,0.8994,0.378,0.2144,-0.4214,0.0
-0.2391,0.902,0.261,0.2522,0.7437,0.1743,0.0
-0.1775,0.2242,0.1703,0.8975,0.388,-0.02948,0.0
-0.208,0.4927,0.539,0.2568,0.1985,0.3936,0.0
-0.2363,0.333,0.2229,0.4082,0.1414,-0.392,0.0
-0.2256,0.697,0.1705,0.7515,0.9375,0.3345,0.0
-0.1952,0.6196,0.4734,0.55,0.229,-0.4058,0.0
-0.08136,0.659,0.7896,0.637,0.2568,-0.2467,0.0
-0.04456,0.06415,0.07654,0.3657,0.521,-0.3855,0.0
-0.2349,0.254,0.2676,0.978,0.6978,0.1902,0.0
0.05676,0.8574,0.8916,0.829,0.5103,0.4692,0.0
-0.2413,0.651,0.2048,0.3967,0.3362,-0.2051,0.0
0.03574,0.768,0.9575,0.3083,0.734,0.3079,0.0
-0.2426,0.2448,0.3235,0.2927,0.8564,0.1046,0.0
-0.0063,0.875,0.759,0.4253,0.791,0.366,0.0
-0.1965,0.9087,0.3767,0.7866,0.3193,0.404,0.0
-0.1642,0.663,0.543,0.7007,0.1958,0.3628,0.0
-0.1151,0.9546,0.07935,0.3364,0.4424,-0.4265,0.0
-0.1594,0.9824,0.4265,0.578,0.5977,-0.348,0.0
-0.2098,0.845,0.3604,0.81,0.8525,0.1968,0.0
-0.1444,0.54,0.7397,0.3909,0.4885,-0.4456,0.0
-0.1835,0.7637,0.441,0.3623,0.6055,-0.02556,0.0
-0.1952,0.4465,0.6743,0.993,0.893,-0.3923,0.0
-0.1566,0.566,0.6626,0.9565,0.976,0.4324,0.0
-0.1573,0.407,0.11365,0.2817,0.2507,-0.3674,0.0
-0.1748,0.4243,0.8755,0.4185,0.8643,-0.2532,0.0
-0.1506,0.872,0.4727,0.866,0.4043,-0.4048,0.0
-0.1996,0.562,0.4993,0.7007,0.789,-0.3618,0.0
-0.1217,0.9956,0.4868,0.2205,0.3145,-0.4126,0.0
0.0865,0.8276,0.972,0.2708,0.2455,0.02992,0.0
0.02782,0.9297,0.767,0.785,0.3218,-0.272,0.0
-0.2318,0.1819,0.8003,0.2727,0.524,-0.229,0.0
-0.2421,0.2366,0.8843,0.5703,0.5537,-0.4653,0.0
-0.0125,0.658,0.0448,0.4026,0.252,-0.1481,0.0
-0.2368,0.1973,0.939,0.5923,0.4521,-0.2666,0.0
-0.2413,0.3613,0.5366,0.4004,0.2515,0.2192,0.0
-0.1067,0.2708,0.0956,0.911,0.3743,0.3687,0.0
0.0503,0.8145,0.9204,0.6904,0.8887,0.0095,0.0
-0.03708,0.902,0.674,0.6074,0.9526,-0.3494,0.0
-0.1837,0.585,0.54,0.6235,0.4216,0.2279,0.0
-0.06665,0.415,0.065,0.888,0.1094,-0.2075,0.0
-0.1824,0.478,0.129,0.773,0.4468,0.4795,0.0
