like1,parKperc,parKb,parKe,parCqq,parBias,chain
0.4036,0.07983,0.4915,0.6846,0.2937,0.0138,0.0
0.02144,0.00779,0.5396,0.966,0.809,-0.1952,0.0
-0.09015,0.02664,0.741,0.7817,0.53,-0.297,0.0
0.2578,0.6597,0.1396,0.8003,0.7827,-0.4304,0.0
-0.088,0.539,0.936,0.6323,0.3462,0.139,0.0
0.2065,0.4956,0.2223,0.805,0.945,-0.1521,0.0
-0.05554,0.601,0.5913,0.8154,0.9424,0.3823,0.0
-0.053,0.03082,0.5195,0.635,0.8413,0.2993,0.0
0.3098,0.979,0.01093,0.3403,0.39,0.4573,0.0
0.02026,0.9595,0.2908,0.622,0.5176,0.395,0.0
0.0495,0.353,0.634,0.518,0.807,-0.2705,0.0
-0.0192,0.507,0.589,0.3066,0.8477,0.4617,0.0
-0.00893,0.3713,0.7993,0.6943,0.569,-0.2164,0.0
0.07764,0.2698,0.7607,0.585,0.906,0.4783,0.0
0.3774,0.1497,0.2603,0.6846,0.5005,-0.07526,0.0
0.3308,0.8794,0.07806,0.7417,0.506,0.1791,0.0
0.3562,0.168,0.2646,0.9785,0.775,-0.02448,0.0
0.1827,0.7354,0.1796,0.713,0.6094,-0.2148,0.0
-0.0732,0.647,0.6147,0.4243,0.552,0.4814,0.0
0.07697,0.2405,0.9043,0.2411,0.2854,0.3838,0.0
0.09106,0.2411,0.8247,0.565,0.1619,-0.3577,0.0
-0.0684,0.6567,0.589,0.8105,0.4314,-0.3833,0.0
0.11,0.816,0.2256,0.2168,0.931,-0.4731,0.0
0.0841,0.4978,0.3818,0.89,0.1245,0.3755,0.0
0.3557,0.1458,0.3208,0.276,0.4924,-0.2191,0.0
0.3403,0.0809,0.7812,0.576,0.6997,-0.1866,0.0
0.03098,0.06088,0.3508,0.5415,0.3909,-0.3655,0.0
0.02501,0.811,0.3176,0.9062,0.5674,0.3674,0.0
0.3425,0.0843,0.7295,0.5254,0.5293,-0.4468,0.0
0.2394,0.1849,0.5156,0.6406,0.6455,0.4583,0.0
0.4714,0.4272,0.05167,0.3516,0.5674,-0.463,0.0
-0.0663,0.76,0.8853,0.449,0.876,-0.2096,0.0
0.3687,0.548,0.09094,0.8857,0.92,-0.4307,0.0
0.0305,0.3967,0.6064,0.788,0.7944,-0.06525,0.0
0.3882,0.658,0.0695,0.3965,0.1687,-0.3093,0.0
-0.0314,0.8403,0.3958,0.803,0.4526,-0.245,0.0
-0.06616,0.9966,0.4304,0.4385,0.7075,0.3037,0.0
-0.0845,0.7334,0.8374,0.3745,0.786,0.4114,0.0
-0.0872,0.6226,0.9336,0.676,0.2363,-0.1376,0.0
0.0967,0.2291,0.8594,0.586,0.728,-0.3274,0.0
-0.0876,0.6157,0.941,0.946,0.4053,-0.1473,0.0
-0.0256,0.3557,0.952,0.874,0.4316,-0.3613,0.0
-0.06964,0.4456,0.974,0.7114,0.6416,-0.2202,0.0
0.2412,0.1716,0.5576,0.9707,0.64,0.264,0.0
0.1118,0.4211,0.4011,0.324,0.629,0.0395,0.0
-0.01768,0.437,0.684,0.8237,0.9595,0.414,0.0
0.0724,0.7144,0.2896,0.687,0.4878,0.4185,0.0
0.1141,0.655,0.263,0.2734,0.2218,-0.498,0.0
-0.07574,0.874,0.4912,0.802,0.5317,0.0751,0.0
0.295,0.0916,0.927,0.959,0.5454,0.2322,0.0
-0.0473,0.758,0.463,0.469,0.7686,-0.1643,0.0
0.1859,0.6333,0.199,0.5356,0.793,0.04874,0.0
0.1688,0.3835,0.3362,0.943,0.314,-0.04684,0.0
0.0229,0.4124,0.601,0.989,0.4536,0.3254,0.0
-0.00949,0.9873,0.809,0.8013,0.2266,-0.1311,0.0
-0.09186,0.8467,0.643,0.703,0.534,-0.2133,0.0
0.08435,0.007233,0.7246,0.414,0.927,-0.3843,0.0
0.0922,0.3206,0.5796,0.4192,0.1296,0.3628,0.0
0.1914,0.2305,0.515,0.8276,0.988,-0.4253,0.0
0.01322,0.3298,0.829,0.381,0.4058,-0.3481,0.0
-0.02661,0.9326,0.3618,0.631,0.2566,0.1932,0.0
0.1787,0.579,0.2208,0.718,0.9106,-0.268,0.0
0.0731,0.9536,0.9653,0.791,0.669,0.4272,0.0
0.2333,0.2502,0.373,0.892,0.1433,0.4617,0.0
0.4424,0.3472,0.079,0.869,0.4875,0.224,0.0
0.09064,0.525,0.3538,0.6494,0.581,0.04712,0.0
0.3572,0.07935,0.7065,0.662,0.3455,-0.109,0.0
0.436,0.5977,0.05197,0.678,0.2113,0.4673,0.0
0.03458,0.4224,0.557,0.8447,0.555,0.2861,0.0
0.3037,0.1382,0.5015,0.722,0.371,-0.03857,0.0
0.10394,0.2073,0.9653,0.6616,0.989,0.414,0.0
0.0893,0.827,0.2424,0.4578,0.9985,0.0223,0.0
0.356,0.2239,0.1956,0.76,0.626,-0.484,0.0
-0.04367,0.4592,0.745,0.6284,0.3948,0.3457,0.0
0.4053,0.10004,0.3564,0.3901,0.6904,0.2803,0.0
-0.08734,0.7915,0.578,0.821,0.8604,0.1456,0.0
-0.02036,0.935,0.351,0.6772,0.7324,0.1869,0.0
0.2803,0.3647,0.1997,0.731,0.10547,-0.4617,0.0
-0.03114,0.01727,0.6826,0.4285,0.43,0.0926,0.0
0.09344,0.4172,0.4373,0.8345,0.316,-0.4746,0.0
-0.05804,0.977,0.7183,0.9463,0.2045,0.2084,0.0
0.283,0.9297,0.09766,0.2332,0.659,-0.3813,0.0
0.2761,0.07214,0.3184,0.547,0.867,-0.4172,0.0
0.1671,0.402,0.3237,0.9907,0.8154,0.3416,0.0
0.4124,0.1151,0.2734,0.763,0.362,0.1377,0.0
0.2607,0.11865,0.81,0.6157,0.8755,0.3262,0.0
-0.0781,0.6636,0.6235,0.394,0.6836,0.1065,0.0
0.0796,0.0659,0.463,0.2255,0.521,-0.0916,0.0
-0.05048,0.733,0.4827,0.374,0.8506,0.4792,0.0
-0.0754,0.915,0.4822,0.4448,0.4521,-0.4714,0.0
-0.0713,0.8364,0.7954,0.5615,0.3933,0.4705,0.0
0.061,0.902,0.996,0.734,0.3123,-0.4114,0.0
0.2179,0.3875,0.2615,0.809,0.4941,-0.02058,0.0
0.5205,0.1302,0.0895,0.8633,0.4346,-0.0646,0.0
-0.0865,0.972,0.583,0.2295,0.5537,-0.2522,0.0
-0.0588,0.9976,0.6953,0.521,0.513,-0.3208,0.0
0.3518,0.561,0.0986,0.3638,0.6636,-0.3123,0.0
0.0546,0.8955,0.2637,0.7285,0.1537,-0.37,0.0
-0.04358,0.85,0.4177,0.3733,0.794,-0.3054,0.0
0.4187,0.7783,0.03256,0.992,0.97,0.2722,0.0
0.284,0.11914,0.6934,0.2169,0.5317,0.406,0.0
-0.0307,0.03192,0.7793,0.8223,0.935,0.3376,0.0
0.0977,0.665,0.2778,0.2231,0.7905,-0.0663,0.0
0.04956,0.5786,0.384,0.4673,0.803,-0.1877,0.0
-0.0727,0.618,0.645,0.4639,0.5005,-0.2683,0.0
-0.007687,0.6826,0.419,0.896,0.893,0.3909,0.0
0.03882,0.2952,0.8345,0.4658,0.782,-0.3975,0.0
-0.0429,0.778,0.4429,0.5103,0.9272,0.2316,0.0
-0.0918,0.5947,0.903,0.95,0.564,0.2245,0.0
0.10156,0.2578,0.71,0.9644,0.1503,-0.04272,0.0
-0.08295,0.8125,0.5503,0.706,0.9917,-0.4824,0.0
-0.03824,0.8003,0.4233,0.694,0.8335,0.11914,0.0
-0.09094,0.8384,0.667,0.2832,0.9507,-0.0601,0.0
0.1218,0.5234,0.3093,0.9243,0.3433,0.4343,0.0
-0.03537,0.708,0.461,0.782,0.3545,-0.2446,0.0
-0.0847,0.71,0.8545,0.9355,0.9336,-0.201,0.0
0.008934,0.913,0.3135,0.918,0.2125,-0.06113,0.0
0.1909,0.3752,0.3083,0.828,0.573,0.41,0.0
-0.063,0.4534,0.878,0.2805,0.1603,0.0677,0.0
